서울시,성북구,돈암1동,0.49
서울시,성북구,돈암2동,0.48
서울시,성북구,안암동,1.33
서울시,성북구,보문동,0.56
서울시,성북구,정릉1동,0.44
서울시,성북구,정릉2동,1.17
서울시,성북구,정릉3동,3.71
서울시,성북구,정릉4동,3.13
서울시,성북구,길음1동,0.79
서울시,성북구,길음2동,0.58
서울시,성북구,월곡1동,0.81
서울시,성북구,월곡2동,1.36
서울시,성북구,장위1동,0.70
서울시,성북구,장위2동,0.67
서울시,성북구,장위3동,0.65
서울시,성북구,성북동,2.86
서울시,성북구,삼선동,0.92
서울시,성북구,동선동,0.73
서울시,성북구,종암동,1.46
서울시,성북구,석관동,1.73
서울시,강북구,소계,23.60
서울시,강북구,번1동,0.66
서울시,강북구,번2동,0.95
서울시,강북구,번3동,1.10
서울시,강북구,수유1동,1.67
서울시,강북구,수유2동,0.57
서울시,강북구,수유3동,0.72
서울시,강북구,삼양동,0.91
서울시,강북구,미아동,0.93
서울시,강북구,송중동,1.01
서울시,강북구,송천동,0.90
서울시,강북구,삼각산동,0.62
서울시,강북구,우이동,10.28
서울시,강북구,인수동,3.28
서울시,도봉구,소계,20.65
서울시,도봉구,쌍문1동,1.24
서울시,도봉구,쌍문2동,0.54
서울시,도봉구,쌍문3동,0.50
서울시,도봉구,쌍문4동,0.52
서울시,도봉구,방학1동,0.69
서울시,도봉구,방학2동,0.74
서울시,도봉구,방학3동,2.62
서울시,도봉구,창1동,0.88
서울시,도봉구,창2동,1.05
서울시,도봉구,창3동,0.67
서울시,도봉구,창4동,0.95
서울시,도봉구,창5동,0.70
서울시,도봉구,도봉1동,8.72
서울시,도봉구,도봉2동,0.83
서울시,노원구,소계,35.44
서울시,노원구,월계1동,1.16
서울시,노원구,월계2동,1.94
서울시,노원구,월계3동,1.17
서울시,노원구,공릉2동,6.82
서울시,노원구,하계1동,1.55
서울시,노원구,하계2동,0.51
서울시,노원구,중계본동,1.97
서울시,노원구,중계1동,0.63
서울시,노원구,중계4동,1.70
서울시,노원구,상계1동,5.62
서울시,노원구,상계2동,0.61
서울시,노원구,상계5동,1.01
서울시,노원구,상계8동,0.67
서울시,노원구,상계9동,0.81
서울시,노원구,상계10동,0.80
서울시,노원구,상계3.4동,5.05
서울시,노원구,상계6.7동,1.11
서울시,노원구,중계2.3동,0.90
서울시,노원구,공릉1동,1.41
서울시,은평구,소계,29.71
서울시,은평구,녹번동,1.79
서울시,은평구,불광1동,3.13
서울시,은평구,갈현1동,0.97
서울시,은평구,갈현2동,0.96
서울시,은평구,구산동,1.38
서울시,은평구,대조동,0.85
서울시,은평구,응암1동,1.20
서울시,은평구,응암2동,0.78
서울시,은평구,신사1동,0.84
서울시,은평구,신사2동,1.00
서울시,은평구,증산동,0.81
서울시,은평구,수색동,1.29
서울시,은평구,진관동,11.53
서울시,은평구,불광2동,1.38
서울시,은평구,응암3동,0.63
서울시,은평구,역촌동,1.16
서울시,서대문구,소계,17.63
서울시,서대문구,천연동,0.97
서울시,서대문구,홍제1동,1.23
서울시,서대문구,홍제2동,1.05
서울시,서대문구,홍제3동,0.81
서울시,서대문구,홍은1동,1.58
서울시,서대문구,홍은2동,2.06
서울시,서대문구,남가좌1동,0.51
서울시,서대문구,남가좌2동,0.77
서울시,서대문구,북가좌1동,0.55
서울시,서대문구,북가좌2동,0.84
서울시,서대문구,충현동,1.12
서울시,서대문구,북아현동,0.46
서울시,서대문구,신촌동,2.63
서울시,서대문구,연희동,3.05
서울시,마포구,소계,23.85
서울시,마포구,용강동,0.84
서울시,마포구,대흥동,0.87
서울시,마포구,염리동,0.44
서울시,마포구,신수동,0.78
서울시,마포구,서교동,1.65
서울시,마포구,합정동,1.72
서울시,마포구,망원1동,1.13
서울시,마포구,망원2동,0.67
서울시,마포구,연남동,0.64
서울시,마포구,성산1동,0.80
서울시,마포구,성산2동,2.07
서울시,마포구,상암동,8.40
서울시,마포구,도화동,0.62
서울시,마포구,서강동,1.45
서울시,마포구,공덕동,1.01
서울시,마포구,아현동,0.76
서울시,양천구,소계,17.41
서울시,양천구,목1동,1.41
서울시,양천구,목2동,1.03
서울시,양천구,목3동,0.53
서울시,양천구,목4동,0.57
서울시,양천구,목5동,1.81
서울시,양천구,신월1동,0.65
서울시,양천구,신월2동,0.61
서울시,양천구,신월3동,0.87
서울시,양천구,신월4동,0.52
서울시,양천구,신월5동,0.69
서울시,양천구,신월6동,0.41
서울시,양천구,신월7동,1.19
서울시,양천구,신정1동,0.70
서울시,양천구,신정2동,0.52
서울시,양천구,신정4동,1.01
서울시,양천구,신정3동,2.72
서울시,양천구,신정6동,0.96
서울시,양천구,신정7동,1.21
서울시,강서구,소계,41.45
서울시,강서구,염창동,1.74
서울시,강서구,등촌1동,0.64
서울시,강서구,등촌2동,0.92
서울시,강서구,등촌3동,0.79
서울시,강서구,화곡본동,0.98
서울시,강서구,화곡2동,0.45
서울시,강서구,화곡3동,0.53
서울시,강서구,화곡4동,0.82
서울시,강서구,화곡6동,1.11
서울시,강서구,화곡8동,0.53
서울시,강서구,가양1동,4.70
서울시,강서구,가양2동,1.00
서울시,강서구,가양3동,0.50
서울시,강서구,발산1동,2.94
서울시,강서구,공항동,10.87
서울시,강서구,방화1동,1.48
서울시,강서구,방화2동,6.41
서울시,강서구,방화3동,2.55
서울시,강서구,화곡1동,1.12
서울시,강서구,우장산동,1.36
서울시,구로구,소계,20.12
서울시,구로구,신도림동,1.47
서울시,구로구,구로1동,1.02
서울시,구로구,구로2동,1.76
서울시,구로구,구로3동,1.02
서울시,구로구,구로4동,0.46
서울시,구로구,구로5동,1.03
서울시,구로구,고척1동,1.16
서울시,구로구,고척2동,1.02
서울시,구로구,개봉2동,0.80
서울시,구로구,개봉3동,0.81
서울시,구로구,오류1동,0.59
서울시,구로구,오류2동,3.20
서울시,구로구,수궁동,2.67
서울시,구로구,가리봉동,0.40
서울시,구로구,개봉1동,1.31
서울시,구로구,항동,1.40
서울시,금천구,소계,13.02
서울시,금천구,가산동,2.52
서울시,금천구,독산1동,2.09
서울시,금천구,독산2동,0.60
서울시,금천구,독산3동,0.92
서울시,금천구,독산4동,0.59
서울시,금천구,시흥1동,1.71
서울시,금천구,시흥2동,1.26
서울시,금천구,시흥3동,1.07
서울시,금천구,시흥4동,0.87
서울시,금천구,시흥5동,1.39
서울시,영등포구,소계,24.55
서울시,영등포구,여의동,8.40
서울시,영등포구,당산1동,0.75
서울시,영등포구,당산2동,1.55
서울시,영등포구,양평1동,0.88
서울시,영등포구,양평2동,3.00
서울시,영등포구,신길1동,0.66
서울시,영등포구,신길3동,0.52
서울시,영등포구,신길4동,0.38
서울시,영등포구,신길5동,0.47
서울시,영등포구,신길6동,0.65
서울시,영등포구,신길7동,0.64
서울시,영등포구,대림1동,0.49
서울시,영등포구,대림2동,0.55
서울시,영등포구,대림3동,0.95
서울시,영등포구,영등포본동,1.02
서울시,영등포구,영등포동,1.26
서울시,영등포구,도림동,0.89
서울시,영등포구,문래동,1.49
서울시,동작구,소계,16.36
서울시,동작구,노량진2동,0.64
서울시,동작구,상도1동,1.51
서울시,동작구,상도2동,0.98
서울시,동작구,상도3동,0.60
서울시,동작구,상도4동,0.75
서울시,동작구,사당1동,0.79
서울시,동작구,사당3동,0.92
서울시,동작구,사당4동,0.38
서울시,동작구,사당5동,0.57
서울시,동작구,대방동,1.55
서울시,동작구,신대방1동,0.62
서울시,동작구,신대방2동,1.03
서울시,동작구,흑석동,1.68
서울시,동작구,노량진1동,1.58
서울시,동작구,사당2동,2.75
서울시,관악구,소계,29.57
서울시,관악구,보라매동,0.76
서울시,관악구,청림동,0.30
서울시,관악구,행운동,0.72
서울시,관악구,낙성대동,2.27
서울시,관악구,중앙동,0.39
서울시,관악구,인헌동,1.08
서울시,관악구,남현동,3.27
서울시,관악구,서원동,0.65
서울시,관악구,신원동,0.55
서울시,관악구,서림동,0.99
서울시,관악구,신사동,0.64
서울시,관악구,신림동,0.54
서울시,관악구,난향동,0.80
서울시,관악구,조원동,0.67
서울시,관악구,대학동,8.30
서울시,관악구,은천동,0.78
서울시,관악구,성현동,0.68
서울시,관악구,청룡동,1.18
서울시,관악구,난곡동,0.96
서울시,관악구,삼성동,2.66
서울시,관악구,미성동,1.38
서울시,서초구,소계,46.97
서울시,서초구,서초1동,1.42
서울시,서초구,서초2동,1.24
서울시,서초구,서초3동,2.93
서울시,서초구,서초4동,0.88
서울시,서초구,잠원동,1.76
서울시,서초구,반포본동,1.01
서울시,서초구,반포1동,1.00
서울시,서초구,반포2동,1.35
서울시,서초구,반포3동,1.28
서울시,서초구,반포4동,1.43
서울시,서초구,방배본동,0.67
서울시,서초구,방배1동,0.70
서울시,서초구,방배2동,1.93
서울시,서초구,방배3동,2.40
서울시,서초구,방배4동,0.98
서울시,서초구,양재1동,5.76
서울시,서초구,양재2동,7.58
서울시,서초구,내곡동,12.68
서울시,강남구,소계,39.50
서울시,강남구,신사동,1.89
서울시,강남구,개포3동,1.24
서울시,강남구,논현1동,1.25
서울시,강남구,논현2동,1.47
서울시,강남구,삼성1동,1.94
서울시,강남구,삼성2동,1.24
서울시,강남구,대치1동,0.79
서울시,강남구,대치2동,2.00
서울시,강남구,대치4동,0.73
서울시,강남구,역삼1동,2.35
서울시,강남구,역삼2동,1.15
서울시,강남구,도곡1동,1.02
서울시,강남구,도곡2동,1.02
서울시,강남구,개포1동,1.27
서울시,강남구,개포2동,2.51
서울시,강남구,개포4동,1.49
서울시,강남구,일원본동,2.58
서울시,강남구,일원1동,0.92
서울시,강남구,수서동,1.43
서울시,강남구,세곡동,6.36
서울시,강남구,압구정동,2.53
서울시,강남구,청담동,2.33
서울시,송파구,소계,33.88
서울시,송파구,풍납1동,0.77
서울시,송파구,풍납2동,1.59
서울시,송파구,거여1동,0.51
서울시,송파구,거여2동,0.53
서울시,송파구,마천1동,0.58
서울시,송파구,마천2동,0.89
서울시,송파구,방이1동,0.50
서울시,송파구,방이2동,0.80
서울시,송파구,오륜동,3.17
서울시,송파구,오금동,1.65
서울시,송파구,송파1동,0.79
서울시,송파구,송파2동,0.53
서울시,송파구,석촌동,0.95
서울시,송파구,삼전동,0.95
서울시,송파구,가락본동,1.13
서울시,송파구,가락1동,1.34
서울시,송파구,가락2동,0.96
서울시,송파구,문정1동,0.56
서울시,송파구,문정2동,2.20
서울시,송파구,장지동,1.37
서울시,송파구,위례동,2.55
서울시,송파구,잠실본동,0.94
서울시,송파구,잠실2동,2.18
서울시,송파구,잠실3동,1.49
서울시,송파구,잠실4동,1.56
서울시,송파구,잠실6동,2.79
서울시,송파구,잠실7동,0.60
서울시,강동구,소계,24.59
서울시,강동구,명일1동,0.61
서울시,강동구,명일2동,0.97
서울시,강동구,고덕1동,1.51
서울시,강동구,고덕2동,2.50
서울시,강동구,암사1동,1.02
서울시,강동구,암사2동,1.18
서울시,강동구,암사3동,2.51
서울시,강동구,천호1동,0.71
서울시,강동구,천호2동,1.57
서울시,강동구,천호3동,0.79
서울시,강동구,성내1동,0.58
서울시,강동구,성내2동,0.67
서울시,강동구,성내3동,0.71
서울시,강동구,길동,1.61
서울시,강동구,둔촌1동,0.92
서울시,강동구,둔촌2동,1.56
서울시,강동구,강일동,2.26
서울시,강동구,상일1동,1.82
서울시,강동구,상일2동,1.09
