동별(1),동별(2),동별(3),2022
동별(1),동별(2),동별(3),면적
동별(1),동별(2),동별(3),면적 (k㎡)
서울시,소계,소계,605.21
서울시,종로구,소계,23.91
서울시,종로구,사직동,1.23
서울시,종로구,삼청동,1.49
서울시,종로구,부암동,2.27
서울시,종로구,평창동,8.87
서울시,종로구,무악동,0.36
서울시,종로구,교남동,0.35
서울시,종로구,가회동,0.54
서울시,종로구,종로1.2.3.4가동,2.35
서울시,종로구,종로5.6가동,0.60
서울시,종로구,이화동,0.78
서울시,종로구,혜화동,1.12
서울시,종로구,창신1동,0.31
서울시,종로구,창신2동,0.26
서울시,종로구,창신3동,0.23
서울시,종로구,숭인1동,0.23
서울시,종로구,숭인2동,0.35
서울시,종로구,청운효자동,2.57
서울시,중구,소계,9.96
서울시,중구,소공동,0.95
서울시,중구,회현동,0.84
서울시,중구,명동,0.99
서울시,중구,필동,1.14
서울시,중구,장충동,1.36
서울시,중구,광희동,0.74
서울시,중구,을지로동,0.60
서울시,중구,신당5동,0.39
서울시,중구,황학동,0.33
서울시,중구,중림동,0.48
서울시,중구,신당동,0.55
서울시,중구,다산동,0.51
서울시,중구,약수동,0.48
서울시,중구,청구동,0.34
서울시,중구,동화동,0.26
서울시,용산구,소계,21.87
서울시,용산구,후암동,0.86
서울시,용산구,용산2가동,1.96
서울시,용산구,남영동,1.19
서울시,용산구,원효로2동,0.71
서울시,용산구,효창동,0.44
서울시,용산구,용문동,0.28
서울시,용산구,이촌1동,2.86
서울시,용산구,이촌2동,1.22
서울시,용산구,이태원1동,0.57
서울시,용산구,이태원2동,0.86
서울시,용산구,서빙고동,2.80
서울시,용산구,보광동,0.71
서울시,용산구,청파동,0.90
서울시,용산구,원효로1동,0.59
서울시,용산구,한강로동,2.90
서울시,용산구,한남동,3.01
서울시,성동구,소계,16.82
서울시,성동구,왕십리2동,0.41
서울시,성동구,마장동,1.05
서울시,성동구,사근동,1.10
서울시,성동구,행당1동,0.59
서울시,성동구,행당2동,0.42
서울시,성동구,응봉동,0.57
서울시,성동구,금호1가동,0.46
서울시,성동구,금호4가동,0.84
서울시,성동구,성수1가1동,1.97
서울시,성동구,성수1가2동,0.89
서울시,성동구,성수2가1동,1.17
서울시,성동구,성수2가3동,1.03
서울시,성동구,송정동,0.75
서울시,성동구,용답동,2.31
서울시,성동구,왕십리도선동,0.72
서울시,성동구,금호2.3가동,0.64
서울시,성동구,옥수동,1.94
서울시,광진구,소계,17.06
서울시,광진구,화양동,1.16
서울시,광진구,군자동,0.74
서울시,광진구,중곡1동,0.62
서울시,광진구,중곡2동,0.55
서울시,광진구,중곡3동,0.60
서울시,광진구,중곡4동,2.32
서울시,광진구,능동,1.10
서울시,광진구,구의1동,0.56
서울시,광진구,구의2동,1.39
서울시,광진구,구의3동,1.02
서울시,광진구,광장동,2.39
서울시,광진구,자양1동,0.57
서울시,광진구,자양2동,1.68
서울시,광진구,자양3동,1.20
서울시,광진구,자양4동,1.16
서울시,동대문구,소계,14.22
서울시,동대문구,회기동,0.76
서울시,동대문구,휘경1동,0.63
서울시,동대문구,휘경2동,1.05
서울시,동대문구,청량리동,1.20
서울시,동대문구,용신동,1.61
서울시,동대문구,제기동,1.18
서울시,동대문구,전농1동,1.19
서울시,동대문구,전농2동,0.86
서울시,동대문구,답십리1동,0.81
서울시,동대문구,답십리2동,0.85
서울시,동대문구,장안1동,1.25
서울시,동대문구,장안2동,1.09
서울시,동대문구,이문1동,1.04
서울시,동대문구,이문2동,0.69
서울시,중랑구,소계,18.50
서울시,중랑구,면목2동,0.77
서울시,중랑구,면목4동,0.87
서울시,중랑구,면목5동,0.70
서울시,중랑구,면목7동,1.20
서울시,중랑구,상봉1동,0.88
서울시,중랑구,상봉2동,0.65
서울시,중랑구,중화1동,0.64
서울시,중랑구,중화2동,1.01
서울시,중랑구,묵1동,1.20
서울시,중랑구,묵2동,0.67
서울시,중랑구,망우3동,0.92
서울시,중랑구,신내1동,2.56
서울시,중랑구,신내2동,0.93
서울시,중랑구,면목본동,0.84
서울시,중랑구,면목제3.8동,1.63
서울시,중랑구,망우본동,3.03
서울시,성북구,소계,24.58
