,MLSFCDC,VIAT_NM,x,y,city,gu,dong
4197,숙박시설,에블린호텔,127.06752989064815,37.5617024760523,서울특별시,동대문구,장안1동
4198,보건시설,태화빌딩중경당약국,127.06808850111375,37.56612142713092,서울특별시,동대문구,장안1동
4199,숙박시설,디바호텔,127.06936822308994,37.56802225435142,서울특별시,동대문구,장안2동
4200,숙박시설,비브클래식호텔,127.06944292251868,37.568209409531015,서울특별시,동대문구,장안2동
4201,서비스산업,MG새마을금고(북악지점),127.01213063095427,37.59733607282256,서울특별시,성북구,돈암2동
4202,지방행정기관,돈암2동주민센터,127.01058181257554,37.59801905921073,서울특별시,성북구,돈암2동
4203,보건시설,성가복지병원,127.03074767069607,37.60693618100307,서울특별시,성북구,길음2동
4204,숙박시설,빅토리아호텔,127.0307655438374,37.6104653417367,서울특별시,강북구,송중동
4205,숙박시설,붐모텔,127.0306561365739,37.61235260570927,서울특별시,강북구,송중동
4206,지방행정기관,돈암1동주민센터,127.0263898903958,37.603419486929646,서울특별시,성북구,돈암1동
4207,보건시설,명문한의원,127.04147686677736,37.565351416283136,서울특별시,성동구,마장동
4208,보건시설,참사랑약국,127.04308572558854,37.565873858286864,서울특별시,성동구,마장동
4209,보건시설,삼진빌딩충남한의원,127.04796616075652,37.57562667611979,서울특별시,동대문구,전농1동
4210,보건시설,상도약국,127.03262476936855,37.561032762159236,서울특별시,성동구,행당1동
4211,서비스산업,행당시장,127.03258154355859,37.56064579422061,서울특별시,성동구,행당1동
4212,숙박시설,태양모텔,127.04007610333437,37.56493397020101,서울특별시,성동구,마장동
4213,숙박시설,태평여관,127.03496341925282,37.56041444638369,서울특별시,성동구,행당1동
4214,숙박시설,더스테이모텔,127.03494271044163,37.562744170102526,서울특별시,성동구,왕십리도선동
4215,숙박시설,더자자모텔,127.0350326436238,37.56303882329147,서울특별시,성동구,왕십리도선동
4216,숙박시설,은도장여관,127.0560142082058,37.578225905787924,서울특별시,동대문구,전농1동
4217,보건시설,주주동물종합병원,127.05850770927556,37.57786234257375,서울특별시,동대문구,전농2동
4218,숙박시설,애플모텔,127.06483242324477,37.56245245529687,서울특별시,동대문구,장안1동
4219,숙박시설,동경호텔,127.06903759148497,37.569111463190495,서울특별시,동대문구,장안1동
4220,서비스산업,싱싱식자재할인마트,127.06660208304615,37.56886451939396,서울특별시,동대문구,장안1동
4221,보건시설,고명약국,127.02058770512579,37.59867800705415,서울특별시,성북구,돈암1동
4222,숙박시설,보르조미호텔,127.06703988509305,37.56610430812483,서울특별시,동대문구,장안1동
4223,서비스산업,MG새마을금고동대문동부,127.06709440281969,37.5697217601019,서울특별시,동대문구,장안1동
4224,서비스산업,IBK기업은행365코너,127.0255804072423,37.60407855495224,서울특별시,성북구,길음2동
4225,보건시설,리더스빌딩강&이치과의원,127.06115131493688,37.56593485027401,서울특별시,동대문구,답십리2동
4226,보건시설,멘토스병원,127.06164107442105,37.566564416102224,서울특별시,동대문구,답십리2동
4227,보건시설,영화당약국,127.04711371547215,37.56095242363848,서울특별시,성동구,사근동
4228,숙박시설,야자호텔,127.05991362360523,37.56155516710507,서울특별시,성동구,용답동
4229,숙박시설,LO모텔,127.03318640926797,37.560425531545846,서울특별시,성동구,행당1동
4230,숙박시설,파라다이스모텔,127.03452578683655,37.563029300529955,서울특별시,성동구,왕십리도선동
4231,보건시설,한일빌딩A플란츠치과의원,127.03420177963557,37.56232412915908,서울특별시,성동구,왕십리도선동
4232,보건시설,명빌딩사랑치과의원,127.03447855631511,37.5621669907197,서울특별시,성동구,왕십리도선동
4233,보건시설,아름다운이치과,127.03339227120846,37.562805426154995,서울특별시,성동구,왕십리도선동
4234,보건시설,정표진치과,127.0331067433424,37.56147319966658,서울특별시,성동구,행당1동
4235,보건시설,박형근정형외과의원,127.0345808410506,37.56152332124391,서울특별시,성동구,행당1동
4236,숙박시설,동원장모텔,127.03631167174221,37.56681216385872,서울특별시,성동구,마장동
4237,숙박시설,대우여관,127.03590596217181,37.56546101726598,서울특별시,성동구,왕십리도선동
4238,보건시설,연세약국,127.05809244903875,37.578439308133106,서울특별시,동대문구,전농2동
4239,보건시설,남성한의원,127.05233637055665,37.57907854189461,서울특별시,동대문구,전농1동
4240,서비스산업,우성그린아파트상가,127.06646662144955,37.57514980763505,서울특별시,동대문구,답십리2동
4241,보건시설,참가정의학과의원,127.00306297014124,37.570648536080284,서울특별시,종로구,종로5.6가동
4242,보건시설,동보한의원,127.00378839037417,37.570234477312255,서울특별시,종로구,종로5.6가동
4243,숙박시설,스타호스텔,127.00479079811463,37.57022798423064,서울특별시,종로구,종로5.6가동
