STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT,geometry
,030201,0000,AA0000010302,교육/보건,보건시설,병/의원,미분류,,청양빌딩유디서대문치과의원,,,,197243.178772,551997.953186,,414164,,,,POINT (197243.17877197266 551997.9531860352)
,030201,0000,AA0000010303,교육/보건,보건시설,병/의원,미분류,,강북삼성병원안내실,,,,197205.509277,552109.385498,,261137,,,,POINT (197205.50927734375 552109.3854980469)
,030105,0204,AA0000010304,교육/보건,교육시설,대학교,종합대학,부속시설,경기대학교지하출입구,,,,196683.918091,551737.711487,,223348,,,,POINT (196683.9180908203 551737.7114868164)
,030105,0401,AA0000010305,교육/보건,교육시설,대학교,종교대학,신학대학,감리교신학대학교매점,,,,196675.948975,551966.554993,,221640,,,,POINT (196675.94897460938 551966.5549926758)
,030205,0100,AA0000010306,교육/보건,보건시설,기타보건시설,약국,미분류,건강한세상약국,,,,197167.541687,551993.196899,,199776,,,,POINT (197167.54168701172 551993.1968994141)
,030102,0200,AA0000010307,교육/보건,교육시설,초등교육기관,공립초등학교,,덕수초등학교,,,,197725.725098,552074.409912,,414077,,,,POINT (197725.72509765625 552074.4099121094)
,070305,0104,AA0000010308,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행(서대문역지점),,,,196995.679077,551775.639099,,223352,,,,POINT (196995.67907714844 551775.6390991211)
,030201,0000,AA0000010309,교육/보건,보건시설,병/의원,미분류,,서울적십자병원지상주차장,,,,197049.521606,552019.102112,,199776,,,,POINT (197049.5216064453 552019.1021118164)
,030204,0000,AA0000010310,교육/보건,보건시설,한의원,,,공한의원,,,,196808.946899,551310.2323,,414801,,,,POINT (196808.94689941406 551310.2322998047)
,030106,0100,AA0000010311,교육/보건,교육시설,기타교육기관,특수학교,,수도사랑의학교,,,,196930.03949,552805.301331,,347234,,,,POINT (196930.0394897461 552805.3013305664)
,060202,0102,AA0000010312,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,(주)한스갤러리,,,,197182.674683,552602.372192,,354844,,,,POINT (197182.6746826172 552602.3721923828)
,020103,0100,AA0000010313,공공/환경,정치/사회/외교,외교시설,대사관,,이레빌딩쿠웨이트대사관,,,,197224.81189,552644.246277,,354842,,,,POINT (197224.81188964844 552644.2462768555)
,030105,0204,AA0000010314,교육/보건,교육시설,대학교,종합대학,부속시설,중앙대학교산학협력관,,,,197021.498596,551984.862305,,199776,,,,POINT (197021.4985961914 551984.8623046875)
,030101,0100,AA0000010315,교육/보건,교육시설,유아교육기관,어린이집,,경희궁자이3단지아파트어린이집,,,,197060.557312,552176.074524,,259606,,,,POINT (197060.55731201172 552176.0745239258)
,030201,0000,AA0000010316,교육/보건,보건시설,병/의원,미분류,,적십자병원장례식장,,,,197094.604004,551992.625427,,199776,,,,POINT (197094.60400390625 551992.6254272461)
,030101,0100,AA0000010317,교육/보건,교육시설,유아교육기관,어린이집,,독립문어린이집,,,,196436.969971,552313.939819,,219113,,,,POINT (196436.96997070312 552313.9398193359)
,030101,0100,AA0000010318,교육/보건,교육시설,유아교육기관,어린이집,,예꼴예능어린이집,,,,196044.067017,552537.921692,,221619,,,,POINT (196044.06701660156 552537.9216918945)
,060201,0000,AA0000010319,레저/관광/예술,문화/예술시설,전시관,,,서대문형무소역사전시관,,,,196143.61853,552773.572876,,221612,,,,POINT (196143.61853027344 552773.5728759766)
,070308,0300,AA0000010320,산업,서비스산업,언론/미디어,신문사,미분류,성결신문사,,,,196760.574829,552676.452271,,354299,,,,POINT (196760.57482910156 552676.4522705078)
,070301,0400,AA0000010321,산업,서비스산업,종합상품판매업,시장,미분류,영천시장,,,,196673.476685,552294.147827,,221609,,,,POINT (196673.4766845703 552294.1478271484)
,030104,0601,AA0000010322,교육/보건,교육시설,고등교육기관,기술학교,직업훈련소,서울호텔관광직업전문학교,,,,196950.27179,551743.788879,,339133,,,,POINT (196950.27178955078 551743.7888793945)
,030201,0000,AA0000010323,교육/보건,보건시설,병/의원,미분류,,서울적십자병원장례식장,,,,197115.441406,552019.956482,,199776,,,,POINT (197115.44140625 552019.9564819336)
,030205,0100,AA0000010324,교육/보건,보건시설,기타보건시설,약국,미분류,중앙약국,,,,196968.559204,551986.848999,,199746,,,,POINT (196968.55920410156 551986.8489990234)
,030205,0100,AA0000010325,교육/보건,보건시설,기타보건시설,약국,미분류,서대문대학약국,,,,196965.249084,551997.167175,,199746,,,,POINT (196965.24908447266 551997.167175293)
,060201,0000,AA0000010326,레저/관광/예술,문화/예술시설,전시관,,,황학정국궁전시관,,,,196889.227478,553056.9646,,413591,,,,POINT (196889.22747802734 553056.9645996094)
,070301,0400,AA0000010327,산업,서비스산업,종합상품판매업,시장,미분류,독립문영천시장,,,,196626.469727,552290.310181,,219117,,,,POINT (196626.4697265625 552290.3101806641)
,030105,0204,AA0000010328,교육/보건,교육시설,대학교,종합대학,부속시설,경기대학교교수연구동,,,,196654.044373,551540.385986,,221776,,,,POINT (196654.0443725586 551540.3859863281)
,070305,0100,AA0000010329,산업,서비스산업,금융/보험업,일반은행,미분류,풍산빌딩NH농협은행충정로역,,,,196725.783081,551293.693481,,221844,,,,POINT (196725.7830810547 551293.6934814453)
,070305,0119,AA0000010330,산업,서비스산업,금융/보험업,일반은행,새마을금고,MG새마을금고종로서부,,,,196210.448975,552899.254395,,77197,,,,POINT (196210.44897460938 552899.2543945312)
,030102,0200,AA0000010331,교육/보건,교육시설,초등교육기관,공립초등학교,,서울미동초등학교,,,,196962.93512,551540.923523,,414786,,,,POINT (196962.9351196289 551540.9235229492)
,030201,0000,AA0000010332,교육/보건,보건시설,병/의원,미분류,,웨스르게이트타워베리굿치과의원,,,,197034.882385,551694.826599,,223344,,,,POINT (197034.8823852539 551694.8265991211)
,030105,0204,AA0000010333,교육/보건,교육시설,대학교,종합대학,부속시설,경기대학교평생교육원미디어엔터테인먼트학부,,,,196846.065491,551619.671021,,220019,,,,POINT (196846.06549072266 551619.6710205078)
,020103,0100,AA0000010334,공공/환경,정치/사회/외교,외교시설,대사관,,프랑스대사관,,,,196886.829102,551340.958618,,414801,,,,POINT (196886.8291015625 551340.9586181641)
,040113,0000,AA0000010335,숙박/음식,숙박시설,기타숙박시설,,,원앙여관,,,,196653.455078,552145.133911,,219130,,,,POINT (196653.455078125 552145.1339111328)
,040113,0000,AA0000010336,숙박/음식,숙박시설,기타숙박시설,,,옥천장여관,,,,196645.895813,552214.352295,,219126,,,,POINT (196645.89581298828 552214.3522949219)
,030102,0200,AA0000010337,교육/보건,교육시설,초등교육기관,공립초등학교,,서울금화초등학교,,,,196741.287598,552151.483887,,219132,,,,POINT (196741.28759765625 552151.4838867188)
,030201,0000,AA0000010338,교육/보건,보건시설,병/의원,미분류,,독립문동물병원,,,,196764.159973,552157.104614,,219132,,,,POINT (196764.15997314453 552157.1046142578)
,030101,0100,AA0000010339,교육/보건,교육시설,유아교육기관,어린이집,,무악어린이집,,,,196498.127197,552952.340698,,413571,,,,POINT (196498.12719726562 552952.3406982422)
,070305,0119,AA0000010340,산업,서비스산업,금융/보험업,일반은행,새마을금고,MG새마을금고홍은동지점,,,,195387.673096,555494.990784,,222255,,,,POINT (195387.67309570312 555494.9907836914)
,030106,0000,AA0000010341,교육/보건,교육시설,기타교육기관,미분류,,한국기독교장로회선교교육원,,,,196720.590027,551632.785828,,413843,,,,POINT (196720.59002685547 551632.7858276367)
,030201,0000,AA0000010342,교육/보건,보건시설,병/의원,미분류,,바비엥1김성처치과,,,,197217.755005,551644.193115,,206543,,,,POINT (197217.7550048828 551644.1931152344)
,030205,0100,AA0000010343,교육/보건,보건시설,기타보건시설,약국,미분류,동현약국,,,,196499.15979,552403.085327,,221610,,,,POINT (196499.15979003906 552403.0853271484)
,030201,0000,AA0000010344,교육/보건,보건시설,병/의원,미분류,,민내과의원,,,,196482.878906,552416.408325,,221610,,,,POINT (196482.87890625 552416.4083251953)
,030101,0100,AA0000010345,교육/보건,교육시설,유아교육기관,어린이집,,토마토어린이집,,,,195267.582825,555049.412903,,222274,,,,POINT (195267.58282470703 555049.412902832)
,030105,0204,AA0000010346,교육/보건,교육시설,대학교,종합대학,부속시설,경기대학교전용주차장,,,,196582.227417,551645.898682,,221800,,,,POINT (196582.2274169922 551645.8986816406)
,070301,0306,AA0000010347,산업,서비스산업,종합상품판매업,대형상가,아파트상가,독립문삼호아파트삼호아파트상가,,,,196328.65448,552331.205994,,219114,,,,POINT (196328.65447998047 552331.2059936523)
,030101,0100,AA0000010348,교육/보건,교육시설,유아교육기관,어린이집,,상록수어린이집,,,,196874.64032,552580.63623,,354312,,,,POINT (196874.64031982422 552580.6362304688)
,070305,0101,AA0000010349,산업,서비스산업,금융/보험업,일반은행,국민은행,경희궁자이2단지아파트국민은행(독립문점),,,,196656.732117,552369.52771,,354346,,,,POINT (196656.73211669922 552369.5277099609)
,030201,0000,AA0000010350,교육/보건,보건시설,병/의원,미분류,,독립문마취통증의학과의원,,,,196527.204407,552408.410828,,221609,,,,POINT (196527.20440673828 552408.4108276367)
,030101,0100,AA0000010351,교육/보건,교육시설,유아교육기관,어린이집,,구립은화어린이집,,,,195176.252625,555732.773499,,222187,,,,POINT (195176.25262451172 555732.7734985352)
,030101,0100,AA0000010352,교육/보건,교육시설,유아교육기관,어린이집,,청목어린이집,,,,195453.486084,555741.227112,,222190,,,,POINT (195453.48608398438 555741.2271118164)
,030201,0000,AA0000010353,교육/보건,보건시설,병/의원,미분류,,뿌리치과의원,,,,196449.854614,552431.060974,,221610,,,,POINT (196449.8546142578 552431.0609741211)
,070305,0104,AA0000010354,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행세종로지점,,,,197698.579102,552251.071777,,414070,,,,POINT (197698.5791015625 552251.0717773438)
,030105,0100,AA0000010355,교육/보건,교육시설,대학교,전문대학,미분류,서울여자간호대학교,,,,195374.761719,555345.681702,,222015,,,,POINT (195374.76171875 555345.6817016602)
,030101,0300,AA0000010356,교육/보건,교육시설,유아교육기관,사립유치원,,경복유치원,,,,195152.911987,555258.934998,,222260,,,,POINT (195152.9119873047 555258.9349975586)
,030105,0204,AA0000010357,교육/보건,교육시설,대학교,종합대학,부속시설,경기대학교한울관,,,,196665.874084,551622.369507,,413843,,,,POINT (196665.87408447266 551622.3695068359)
,030106,0000,AA0000010358,교육/보건,교육시설,기타교육기관,미분류,,경기대학교평생교육원,,,,196684.379211,551514.263428,,221764,,,,POINT (196684.37921142578 551514.2634277344)
,030204,0000,AA0000010359,교육/보건,보건시설,한의원,,,진성한의원,,,,196714.833923,551534.778992,,221764,,,,POINT (196714.83392333984 551534.7789916992)
,030105,0500,AA0000010360,교육/보건,교육시설,대학교,대학원,,경기대학교경기대학원,,,,196664.5177,551661.155212,,413819,,,,POINT (196664.5177001953 551661.1552124023)
,030105,0204,AA0000010361,교육/보건,교육시설,대학교,종합대학,부속시설,경기대학교금화도서관,,,,196629.500488,551627.266479,,413819,,,,POINT (196629.50048828125 551627.2664794922)
,030204,0000,AA0000010362,교육/보건,보건시설,한의원,,,본가한의원,,,,196454.325623,552614.019409,,253589,,,,POINT (196454.3256225586 552614.0194091797)
,060201,0000,AA0000010363,레저/관광/예술,문화/예술시설,전시관,,,서대문형무소역사관전시관,,,,196172.379395,552788.831421,,221612,,,,POINT (196172.37939453125 552788.8314208984)
,010301,0700,AA0000010364,행정,지방행정기관,지방행정집행기관,동주민센터,,천연동주민센터,,,,196384.829224,552398.382507,,221593,,,,POINT (196384.8292236328 552398.3825073242)
,030201,0000,AA0000010365,교육/보건,보건시설,병/의원,미분류,,성주카병원,,,,196880.896301,551790.482117,,223320,,,,POINT (196880.89630126953 551790.4821166992)
,030101,0100,AA0000010366,교육/보건,교육시설,유아교육기관,어린이집,,배화어린이집,,,,196330.188293,551733.773071,,223317,,,,POINT (196330.18829345703 551733.7730712891)
,030205,0102,AA0000010367,교육/보건,보건시설,기타보건시설,약국,메디팜,메디팜완약국,,,,195243.371094,555102.40033,,222266,,,,POINT (195243.37109375 555102.4003295898)
,030105,0100,AA0000010368,교육/보건,교육시설,대학교,전문대학,미분류,서울여자간호대학교도서관,,,,195326.922485,555359.601501,,222009,,,,POINT (195326.92248535156 555359.6015014648)
,070305,0101,AA0000010369,산업,서비스산업,금융/보험업,일반은행,국민은행,골든타워빌딩국민은행서대문지점,,,,196876.82959,551580.515808,,221774,,,,POINT (196876.82958984375 551580.5158081055)
,030104,0601,AA0000010370,교육/보건,교육시설,고등교육기관,기술학교,직업훈련소,동신빌딩서울호텔관광직업전문학교,,,,196850.770081,551695.88562,,223130,,,,POINT (196850.7700805664 551695.8856201172)
,030204,0000,AA0000010371,교육/보건,보건시설,한의원,,,구기한의원,,,,196313.637573,556395.640991,,360857,,,,POINT (196313.6375732422 556395.6409912109)
,030205,0100,AA0000010372,교육/보건,보건시설,기타보건시설,약국,미분류,세검약국,,,,196387.462585,555574.632874,,360833,,,,POINT (196387.46258544922 555574.6328735352)
,030201,0000,AA0000010373,교육/보건,보건시설,병/의원,미분류,,올리브동물병원,,,,196377.987305,555523.969788,,360827,,,,POINT (196377.9873046875 555523.9697875977)
,030106,0200,AA0000010374,교육/보건,교육시설,기타교육기관,외국인학교,,하비에르국제학교,,,,196103.98761,556803.781128,,282105,,,,POINT (196103.98760986328 556803.7811279297)
,020103,0100,AA0000010375,공공/환경,정치/사회/외교,외교시설,대사관,,주한러시아연방대사관,,,,196307.445313,556965.76178,,175003,,,,POINT (196307.4453125 556965.7617797852)
,030201,0000,AA0000010376,교육/보건,보건시설,병/의원,미분류,,우정의원,,,,196362.055786,556346.12793,,361104,,,,POINT (196362.0557861328 556346.1279296875)
,060202,0101,AA0000010377,레저/관광/예술,문화/예술시설,미술관,미술관,대형미술관,석파정서울미술관,,,,196741.350098,555018.025085,,360860,,,,POINT (196741.35009765625 555018.0250854492)
,040113,0000,AA0000010378,숙박/음식,숙박시설,기타숙박시설,,,삼보여관,,,,194758.200684,554873.620789,,222328,,,,POINT (194758.20068359375 554873.6207885742)
,060202,0102,AA0000010379,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,그림사랑갤러리,,,,194759.449585,554955.077698,,222328,,,,POINT (194759.44958496094 554955.0776977539)
,060203,0200,AA0000010380,레저/관광/예술,문화/예술시설,박물관,공립박물관,,삼성출판박물관,,,,196210.457703,556580.560974,,361034,,,,POINT (196210.45770263672 556580.5609741211)
,040113,0000,AA0000010381,숙박/음식,숙박시설,기타숙박시설,,,봉산여관,,,,195347.607971,554849.090576,,219142,,,,POINT (195347.6079711914 554849.0905761719)
,070301,0200,AA0000010382,산업,서비스산업,종합상품판매업,할인매장,미분류,하모니마트,,,,195268.564514,554601.245789,,222068,,,,POINT (195268.56451416016 554601.2457885742)
,030101,0300,AA0000010383,교육/보건,교육시설,유아교육기관,사립유치원,,선재유치원,,,,195696.544617,554941.075012,,222020,,,,POINT (195696.54461669922 554941.075012207)
,030103,0200,AA0000010384,교육/보건,교육시설,중등교육기관,공립중학교,,안왕중학교,,,,195740.105103,554786.029724,,222023,,,,POINT (195740.10510253906 554786.0297241211)
,070301,0107,AA0000010385,숙박/음식,숙박시설,기타숙박시설,,,자하문호텔,,,,196116.888184,556582.444519,,361005,,,,POINT (196116.88818359375 556582.444519043)
,070305,0102,AA0000010386,산업,서비스산업,금융/보험업,일반은행,우리은행,청하빌딩우리은행자하문지점,,,,196618.072693,555459.505615,,360794,,,,POINT (196618.0726928711 555459.5056152344)
,070305,0102,AA0000010387,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행(홍제동지점),,,,195171.828613,554682.729309,,219167,,,,POINT (195171.82861328125 554682.729309082)
,030101,0100,AA0000010388,교육/보건,교육시설,유아교육기관,어린이집,,성모어린이집,,,,195183.396118,554617.954529,,219167,,,,POINT (195183.39611816406 554617.9545288086)
,030101,0100,AA0000010389,교육/보건,교육시설,유아교육기관,어린이집,,무악현대아파트동화속의아이들어린이집,,,,196361.946289,552870.427612,,323449,,,,POINT (196361.9462890625 552870.4276123047)
,030201,0000,AA0000010390,교육/보건,보건시설,병/의원,미분류,,세란병원제1별관,,,,196239.808105,552878.431885,,77197,,,,POINT (196239.80810546875 552878.4318847656)
,010301,0700,AA0000010391,행정,지방행정기관,지방행정집행기관,동주민센터,,무악동주민센터,,,,196306.78479,552939.324585,,500256,,,,POINT (196306.78479003906 552939.3245849609)
,030101,0100,AA0000010392,교육/보건,교육시설,유아교육기관,어린이집,,인왕산아이파크아파트인왕어린이집,,,,196229.0177,553058.057617,,413587,,,,POINT (196229.0177001953 553058.0576171875)
,030201,0000,AA0000010393,교육/보건,보건시설,병/의원,미분류,,세란병원제2별관,,,,196270.759216,552840.143982,,77197,,,,POINT (196270.7592163086 552840.1439819336)
,030201,0000,AA0000010394,교육/보건,보건시설,병/의원,미분류,,백위현치과의원,,,,195204.202087,554703.446777,,219163,,,,POINT (195204.20208740234 554703.4467773438)
,030106,0000,AA0000010395,교육/보건,교육시설,기타교육기관,미분류,,미술로생각하기교육원,,,,195292.995117,554644.674072,,222063,,,,POINT (195292.9951171875 554644.6740722656)
,040113,0000,AA0000010396,숙박/음식,숙박시설,기타숙박시설,,,황성장여관,,,,195288.44928,554663.478516,,218028,,,,POINT (195288.44927978516 554663.478515625)
,070301,0107,AA0000010397,숙박/음식,숙박시설,기타숙박시설,,,발리모텔,,,,195348.210083,554863.55011,,337795,,,,POINT (195348.2100830078 554863.5501098633)
,030201,0000,AA0000010398,교육/보건,보건시설,병/의원,미분류,,임외과가정의학과의원,,,,195407.094421,554888.181519,,222051,,,,POINT (195407.09442138672 554888.1815185547)
,030101,0100,AA0000010399,교육/보건,교육시설,유아교육기관,어린이집,,인왕어린이집,,,,195483.314209,554879.964722,,222052,,,,POINT (195483.31420898438 554879.9647216797)
,010301,0700,AA0000010400,행정,지방행정기관,지방행정집행기관,동주민센터,,홍제3동주민센터,,,,195563.891907,554909.7229,,222047,,,,POINT (195563.89190673828 554909.7229003906)
,030201,0000,AA0000010401,교육/보건,보건시설,병/의원,미분류,,대성병원,,,,195213.315982,554375.610819,,222111,,,,POINT (195213.31598203123 554375.6108186035)
,030101,0100,AA0000010402,교육/보건,교육시설,유아교육기관,어린이집,,북한산래미안아파트구립다음어린이집,,,,194570.450073,556849.48999,,411431,,,,POINT (194570.4500732422 556849.4899902344)
,040113,0000,AA0000010403,숙박/음식,숙박시설,기타숙박시설,,,홍은여관,,,,194897.555908,554741.982788,,222312,,,,POINT (194897.55590820312 554741.9827880859)
,070305,0102,AA0000010404,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행(독립문지점),,,,196589.089722,552353.782898,,221609,,,,POINT (196589.0897216797 552353.7828979492)
,070301,0306,AA0000010405,산업,서비스산업,종합상품판매업,대형상가,아파트상가,독립문삼호아파트삼호아파트상가,,,,196329.676514,552339.767212,,219114,,,,POINT (196329.67651367188 552339.7672119141)
,030201,0000,AA0000010406,교육/보건,보건시설,병/의원,미분류,,세란병원주차시설주차타워,,,,196253.763672,552877.35199,,77197,,,,POINT (196253.763671875 552877.3519897461)
,030201,0000,AA0000010407,교육/보건,보건시설,병/의원,미분류,,북악동물병원,,,,196491.539917,555481.053772,,355988,,,,POINT (196491.5399169922 555481.0537719727)
,070305,0102,AA0000010408,산업,서비스산업,금융/보험업,일반은행,우리은행,청하빌딩우리은행자하문지점주차타워,,,,196643.319702,555470.060974,,360794,,,,POINT (196643.31970214844 555470.0609741211)
,060203,0200,AA0000010409,레저/관광/예술,문화/예술시설,박물관,공립박물관,,유금와당박물관,,,,196703.005127,554909.886475,,32265,,,,POINT (196703.00512695312 554909.8864746094)
,060203,0200,AA0000010410,레저/관광/예술,문화/예술시설,박물관,공립박물관,,삼성출판박물관,,,,196208.190125,556571.375488,,361034,,,,POINT (196208.19012451172 556571.3754882812)
,060204,0101,AA0000010411,레저/관광/예술,문화/예술시설,극장,일반영화관,CGV,MALLofKCGV(건대점),,,,205912.583496,548922.258789,,212133,,,,POINT (205912.58349609375 548922.2587890625)
,070301,0200,AA0000010412,산업,서비스산업,종합상품판매업,할인매장,미분류,"라성아카데미타워라성보석사우나,라성식자재마트",,,,204883.95752,549290.26709,,162223,,,,POINT (204883.95751953125 549290.2670898438)
,030102,0200,AA0000010413,교육/보건,교육시설,초등교육기관,공립초등학교,,서울경동초등학교,,,,204744.166382,549399.590515,,209906,,,,POINT (204744.16638183594 549399.5905151367)
,030102,0200,AA0000010414,교육/보건,교육시설,초등교육기관,공립초등학교,,서울대모초등학교,,,,207640.549622,542448.926697,,8471,,,,POINT (207640.54962158203 542448.9266967773)
,030102,0200,AA0000010415,교육/보건,교육시설,초등교육기관,공립초등학교,,서울왕북초등학교,,,,207612.30011,543004.780518,,268069,,,,POINT (207612.30010986328 543004.7805175781)
,060202,0102,AA0000010416,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,은조갤러리,,,,206115.89502,549671.800415,,209381,,,,POINT (206115.89501953125 549671.8004150391)
,030101,0100,AA0000010417,교육/보건,교육시설,유아교육기관,어린이집,,구립군자동꿈모음어린이집,,,,206307.151611,550142.212585,,415745,,,,POINT (206307.15161132812 550142.2125854492)
,030204,0000,AA0000010418,교육/보건,보건시설,한의원,,,한일한의원,,,,197944.430298,550511.884216,,208501,,,,POINT (197944.43029785156 550511.8842163086)
,070301,0400,AA0000010419,산업,서비스산업,종합상품판매업,시장,미분류,후암시장,,,,197921.21582,550099.332092,,204165,,,,POINT (197921.2158203125 550099.3320922852)
,030101,0100,AA0000010420,교육/보건,교육시설,유아교육기관,어린이집,,고덕숲아이파크구립고덕숲어린이집,,,,214479.242798,550133.290771,,155862,,,,POINT (214479.24279785156 550133.2907714844)
,010301,0700,AA0000010421,행정,지방행정기관,지방행정집행기관,동주민센터,,상일동주민센터,,,,214869.328003,550138.077271,,155853,,,,POINT (214869.3280029297 550138.0772705078)
,030204,0000,AA0000010422,교육/보건,보건시설,한의원,,,으뜸한의원,,,,215144.050781,549521.77478,,,,,,POINT (215144.05078125 549521.7747802734)
,030102,0200,AA0000010423,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신용산초등학교,,,,197875.430115,546773.261292,,208946,,,,POINT (197875.4301147461 546773.2612915039)
,030101,0300,AA0000010424,교육/보건,교육시설,유아교육기관,사립유치원,,강촌아파트원유치원,,,,197952.054382,546685.516907,,208979,,,,POINT (197952.05438232422 546685.5169067383)
,030102,0200,AA0000010425,교육/보건,교육시설,초등교육기관,공립초등학교,,서울삼광초등학교,,,,197947.220093,549754.206482,,207496,,,,POINT (197947.22009277344 549754.2064819336)
,070301,0302,AA0000010426,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,장안악세사리전문상가,,,,197947.802429,550970.560791,,206638,,,,POINT (197947.80242919922 550970.5607910156)
,030201,0000,AA0000010427,교육/보건,보건시설,병/의원,미분류,,보훈공단중앙보훈병원장례식장,,,,213053.082092,547627.151978,,155077,,,,POINT (213053.08209228516 547627.1519775391)
,070301,0107,AA0000010428,숙박/음식,숙박시설,기타숙박시설,,,라뷰호텔,,,,211034.307312,548940.713806,,415904,,,,POINT (211034.30731201172 548940.7138061523)
,060205,0500,AA0000010429,레저/관광/예술,문화/예술시설,공연/연극장,문화센터,,미즈홀문화센터,,,,211331.746399,548711.601196,,157251,,,,POINT (211331.74639892578 548711.6011962891)
,030105,0204,AA0000010430,교육/보건,교육시설,대학교,종합대학,부속시설,연세대학교미래의학연구센터지하주차장출입구,,,,203946.394714,543905.266113,,2076,,,,POINT (203946.39471435547 543905.2661132812)
,030105,0204,AA0000010431,교육/보건,교육시설,대학교,종합대학,부속시설,연세대학교미래의학연구센터,,,,203921.160095,543893.10199,,2076,,,,POINT (203921.16009521484 543893.1019897461)
,070301,0201,AA0000010432,산업,서비스산업,종합상품판매업,할인매장,GS슈퍼마켓,GS슈퍼마켓,,,,212986.963501,550166.930603,,155688,,,,POINT (212986.96350097656 550166.9306030273)
,030201,0000,AA0000010433,교육/보건,보건시설,병/의원,미분류,,현성랩타워닥터세비앙의원,,,,203550.03363,544455.904175,,354046,,,,POINT (203550.0336303711 544455.9041748047)
,070301,0107,AA0000010434,숙박/음식,숙박시설,기타숙박시설,,,르네상스서울호텔,,,,203754.887207,544741.175415,,358772,,,,POINT (203754.88720703125 544741.1754150391)
,030201,0000,AA0000010435,교육/보건,보건시설,병/의원,미분류,,DONGWOORI닥터밸리의원,,,,205407.525574,545287.018127,,24557,,,,POINT (205407.52557373047 545287.0181274414)
,030101,0100,AA0000010436,교육/보건,교육시설,유아교육기관,어린이집,,삼성동센트럴IPARKDAYCARECENTER어린이집,,,,204561.677917,546187.968506,,271422,,,,POINT (204561.67791748047 546187.9685058594)
,030201,0000,AA0000010437,교육/보건,보건시설,병/의원,미분류,,리영홍기상차일드맨틴치과의원,,,,204148.780701,546625.500977,,270228,,,,POINT (204148.7807006836 546625.5009765625)
,030204,0000,AA0000010438,교육/보건,보건시설,한의원,,,BUILDING경희신창한의원,,,,203770.701721,546187.583374,,417617,,,,POINT (203770.7017211914 546187.5833740234)
,030101,0100,AA0000010439,교육/보건,교육시설,유아교육기관,어린이집,,해맑은어린이집,,,,207603.8255,550908.061096,,206862,,,,POINT (207603.82550048828 550908.0610961914)
,030103,0200,AA0000010440,교육/보건,교육시설,중등교육기관,공립중학교,,광양중학교,,,,207579.248596,547897.669312,,212367,,,,POINT (207579.2485961914 547897.6693115234)
,070301,0107,AA0000010441,숙박/음식,숙박시설,기타숙박시설,,,폼모텔,,,,207599.604492,548649.221497,,211440,,,,POINT (207599.6044921875 548649.221496582)
,030101,0100,AA0000010442,교육/보건,교육시설,유아교육기관,어린이집,,하나어린이집,,,,207598.057983,543765.049683,,278361,,,,POINT (207598.05798339844 543765.0496826172)
,070308,0301,AA0000010443,산업,서비스산업,언론/미디어,신문사,대형신문사,조선일보일원지국,,,,207609.788879,543766.455688,,278361,,,,POINT (207609.78887939453 543766.4556884766)
,030101,0100,AA0000010444,교육/보건,교육시설,유아교육기관,어린이집,,맑은샘어린이집,,,,201185.381104,549677.445374,,415755,,,,POINT (201185.38110351562 549677.4453735352)
,030105,0102,AA0000010445,교육/보건,교육시설,대학교,전문대학,캠퍼스,정화예술대학교남산캠퍼스별관,,,,198444.785522,550830.788513,,414400,,,,POINT (198444.78552246094 550830.7885131836)
,060205,0500,AA0000010446,레저/관광/예술,문화/예술시설,공연/연극장,문화센터,,강남스포츠문화센터,,,,209310.42981,543288.440002,,142113,,,,POINT (209310.4298095703 543288.4400024414)
,030201,0000,AA0000010447,교육/보건,보건시설,병/의원,미분류,,삼성서울병원암센터,,,,207771.103271,543322.086914,,267444,,,,POINT (207771.10327148438 543322.0869140625)
,030101,0100,AA0000010448,교육/보건,교육시설,유아교육기관,어린이집,,초원어린이집,,,,212873.047607,543298.81781,,350561,,,,POINT (212873.04760742188 543298.8178100586)
,030204,0000,AA0000010449,교육/보건,보건시설,한의원,,,"개포종합상가약선당한의원,탑시크릿고교영어,맥사이언스과학,1등급수학,솔루션수학,은혜교회,남산교회,FUN수학,강남예일",,,,206088.315125,543324.916077,,281391,,,,POINT (206088.31512451172 543324.9160766602)
,030101,0100,AA0000010450,교육/보건,교육시설,유아교육기관,어린이집,,구립자양1동봉뜰어린이집,,,,207320.619629,548239.53717,,212125,,,,POINT (207320.61962890625 548239.5371704102)
,030201,0000,AA0000010451,교육/보건,보건시설,병/의원,미분류,,한승빌딩서울필치과의원,,,,207204.723206,548469.776123,,212099,,,,POINT (207204.7232055664 548469.7761230469)
