STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT,geometry
,030102,0200,AA0000000001,교육/보건,교육시설,초등교육기관,공립초등학교,,"강덕초교,고덕그라시움버스정류장쉘터",,,,214388.672913,551205.841919,,156656,,,,POINT (214388.67291259766 551205.8419189453)
,070301,0302,AA0000000002,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,고덕그라시움상가,,,,214555.910095,550962.356812,,156617,,,,POINT (214555.91009521484 550962.3568115234)
,030102,0200,AA0000000003,교육/보건,교육시설,초등교육기관,공립초등학교,,서울강덕초등학교,,,,214224.118713,550979.324829,,156670,,,,POINT (214224.1187133789 550979.3248291016)
,030101,0100,AA0000000004,교육/보건,교육시설,유아교육기관,어린이집,,은빛어린이집,,,,214171.512024,550841.469116,,155226,,,,POINT (214171.51202392578 550841.4691162109)
,070301,0302,AA0000000005,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,고덕그라시움상가,,,,214481.776611,550819.43811,,155064,,,,POINT (214481.77661132812 550819.4381103516)
,070301,0302,AA0000000006,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,그라시움상가,,,,214465.77948,551177.935486,,156674,,,,POINT (214465.77947998047 551177.9354858398)
,060203,0200,AA0000000007,레저/관광/예술,문화/예술시설,박물관,공립박물관,,송파BOOK책박물관,,,,209236.807129,544386.432007,,154275,,,,POINT (209236.80712890625 544386.4320068359)
,030103,0200,AA0000000008,교육/보건,교육시설,중등교육기관,공립중학교,,해누리초중이음학교,,,,209025.522583,544344.261414,,154295,,,,POINT (209025.5225830078 544344.2614135742)
,030101,0100,AA0000000009,교육/보건,교육시설,유아교육기관,어린이집,,헬리오가람어린이집,,,,209079.90332,544198.400513,,154018,,,,POINT (209079.9033203125 544198.4005126953)
,030101,0100,AA0000000010,교육/보건,교육시설,유아교육기관,어린이집,,헬리오사랑어린이집,,,,209312.45752,544053.991272,,154048,,,,POINT (209312.45751953125 544053.9912719727)
,070301,0400,AA0000000011,산업,서비스산업,종합상품판매업,시장,미분류,"가락시장,헬리오시티버스정류장쉘터",,,,209386.103088,543972.74762,,154048,,,,POINT (209386.1030883789 543972.7476196289)
,030101,0100,AA0000000012,교육/보건,교육시설,유아교육기관,어린이집,,가락1동어린이집,,,,209684.346375,544111.736572,,154021,,,,POINT (209684.34637451172 544111.7365722656)
,030101,0100,AA0000000013,교육/보건,교육시설,유아교육기관,어린이집,,헬리오다올어린이집,,,,209404.907104,544329.136902,,154298,,,,POINT (209404.9071044922 544329.1369018555)
,070301,0302,AA0000000014,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,헬리오시티아파트헬리오시티상가,,,,209909.848877,544369.669189,,154281,,,,POINT (209909.84887695312 544369.6691894531)
,030101,0100,AA0000000015,교육/보건,교육시설,유아교육기관,어린이집,,헬리오마음어린이집,,,,209748.913818,544499.845276,,153849,,,,POINT (209748.91381835938 544499.8452758789)
,030101,0200,AA0000000016,교육/보건,교육시설,유아교육기관,국공립유치원,,"서울가락초등학교,병설유치원",,,,209523.249084,544531.739319,,153845,,,,POINT (209523.24908447266 544531.7393188477)
,030102,0200,AA0000000017,교육/보건,교육시설,초등교육기관,공립초등학교,,"서울가락초등학교,미래관",,,,209577.856079,544500.623718,,153845,,,,POINT (209577.85607910156 544500.6237182617)
,030101,0100,AA0000000018,교육/보건,교육시설,유아교육기관,어린이집,,헬리오라온어린이집,,,,209739.031189,544222.780579,,154342,,,,POINT (209739.03118896484 544222.7805786133)
,010301,0700,AA0000000019,행정,지방행정기관,지방행정집행기관,동주민센터,,가락1동주민센터,,,,209721.346924,544126.460571,,115197,,,,POINT (209721.34692382812 544126.4605712891)
,030102,0200,AA0000000020,교육/보건,교육시설,초등교육기관,공립초등학교,,서울석촌초등학교,,,,209210.235901,544539.095215,,153513,,,,POINT (209210.2359008789 544539.0952148438)
,030102,0200,AA0000000021,교육/보건,교육시설,초등교육기관,공립초등학교,,서울잠실초등학교,,,,210139.541077,546256.251526,,148678,,,,POINT (210139.54107666016 546256.2515258789)
,030205,0100,AA0000000022,교육/보건,보건시설,기타보건시설,약국,미분류,중앙대영약국,,,,213191.588013,547974.233093,,157805,,,,POINT (213191.5880126953 547974.2330932617)
,070301,0107,AA0000000023,숙박/음식,숙박시설,기타숙박시설,,,아리아호텔,,,,211331.609131,548734.042603,,157251,,,,POINT (211331.60913085938 548734.0426025391)
,070301,0107,AA0000000024,숙박/음식,숙박시설,기타숙박시설,,,하늘사랑모텔,,,,211397.496521,548766.28772,,157251,,,,POINT (211397.4965209961 548766.2877197266)
,040113,0000,AA0000000025,숙박/음식,숙박시설,기타숙박시설,,,송학장여관,,,,211325.823425,548751.775818,,157251,,,,POINT (211325.82342529297 548751.7758178711)
,030101,0100,AA0000000026,교육/보건,교육시설,유아교육기관,어린이집,,꽃다비어린이집,,,,211830.097229,549016.407288,,157209,,,,POINT (211830.0972290039 549016.4072875977)
,070301,0200,AA0000000027,산업,서비스산업,종합상품판매업,할인매장,미분류,두꺼비왕식자재마트,,,,211753.916016,541906.74292,,421359,,,,POINT (211753.916015625 541906.7429199219)
,030201,0000,AA0000000028,교육/보건,보건시설,병/의원,미분류,,중계9단지주공아파트늘사랑의원,,,,206512.493896,560285.915527,,364999,,,,POINT (206512.49389648438 560285.9155273438)
,030103,0200,AA0000000029,교육/보건,교육시설,중등교육기관,공립중학교,,장평중학교,,,,206322.5,551932.549194,,106157,,,,POINT (206322.5 551932.5491943359)
,030101,0100,AA0000000030,교육/보건,교육시설,유아교육기관,어린이집,,동대문더퍼스트데시앙아파트데시앙어린이집,,,,206177.414795,552682.478027,,349029,,,,POINT (206177.41479492188 552682.4780273438)
,030201,0000,AA0000000031,교육/보건,보건시설,병/의원,미분류,,"진경환내과의원,참이비인후과의원,동부외과의원,면목그랜드약국",,,,207888.823303,553422.253418,,212971,,,,POINT (207888.82330322266 553422.2534179688)
,030101,0100,AA0000000032,교육/보건,교육시설,유아교육기관,어린이집,,레미안아트리치아파트국공립아트리치어린이집,,,,205679.876099,556242.80249,,219206,,,,POINT (205679.8760986328 556242.8024902344)
,030104,0200,AA0000000033,교육/보건,교육시설,고등교육기관,공립고등학교,,경일고등학교,,,,204314.868103,549086.959229,,209537,,,,POINT (204314.86810302734 549086.9592285156)
,030101,0100,AA0000000034,교육/보건,교육시설,유아교육기관,어린이집,,솜송이어린이집,,,,205475.166626,554638.554077,,362046,,,,POINT (205475.16662597656 554638.5540771484)
,030105,0204,AA0000000035,교육/보건,교육시설,대학교,종합대학,부속시설,서울시립대학교미래관,,,,205004.402588,553907.842285,,361921,,,,POINT (205004.40258789062 553907.8422851562)
,070301,0107,AA0000000036,산업,서비스산업,종합상품판매업,백화점,롯데백화점,"청량리역,롯데백화점",,,,204288.191589,552900.729614,,336492,,,,POINT (204288.19158935547 552900.7296142578)
,050101,0000,AA0000000037,시설물,교통시설,철도/지하철,미분류,,청량리역,,,,204411.824829,553061.192017,,14532,,,,POINT (204411.82482910156 553061.1920166016)
,030101,0100,AA0000000038,교육/보건,교육시설,유아교육기관,어린이집,,답십리파크자이아파트파크자이어린이집,,,,205319.937195,551989.843994,,18498,,,,POINT (205319.93719482422 551989.8439941406)
,030105,0204,AA0000000039,교육/보건,교육시설,대학교,종합대학,부속시설,서울시립대학교국제학사,,,,205526.797119,553880.587097,,361921,,,,POINT (205526.79711914062 553880.587097168)
,070301,0107,AA0000000040,숙박/음식,숙박시설,기타숙박시설,,,진주모텔,,,,204560.74469,557928.677124,,217751,,,,POINT (204560.7446899414 557928.6771240234)
,030105,0204,AA0000000041,교육/보건,교육시설,대학교,종합대학,부속시설,광운대학교광운대학교사택,,,,204430.827698,557860.827515,,217766,,,,POINT (204430.8276977539 557860.8275146484)
,030101,0300,AA0000000042,교육/보건,교육시설,유아교육기관,사립유치원,,광운유치원,,,,204772.004395,557744.968994,,213161,,,,POINT (204772.00439453125 557744.9689941406)
,030101,0100,AA0000000043,교육/보건,교육시설,유아교육기관,어린이집,,래미안길음센터피스아파트새봄빛어린이집,,,,202440.424072,556845.749084,,217188,,,,POINT (202440.42407226562 556845.7490844727)
,030101,0100,AA0000000044,교육/보건,교육시설,유아교육기관,어린이집,,신당파인힐하나유보라아파트신당하나어린이집,,,,202225.927124,551625.864319,,208038,,,,POINT (202225.92712402344 551625.8643188477)
,030105,0204,AA0000000045,교육/보건,교육시설,대학교,종합대학,부속시설,고려대학교SK미래관,,,,202836.742126,554254.569275,,499604,,,,POINT (202836.74212646484 554254.5692749023)
,030105,0204,AA0000000046,교육/보건,교육시설,대학교,종합대학,부속시설,고려대학교SK미래관,,,,202883.381531,554262.424622,,499604,,,,POINT (202883.38153076172 554262.424621582)
,030101,0100,AA0000000047,교육/보건,교육시설,유아교육기관,어린이집,,서울숲리버뷰자이아파트서울숲리버뷰자이어린이집,,,,203341.007874,550591.161072,,204925,,,,POINT (203341.00787353516 550591.1610717773)
,010301,0700,AA0000000048,행정,지방행정기관,지방행정집행기관,동주민센터,,휘경1동주민센터,,,,205807.034485,554820.674927,,94005,,,,POINT (205807.03448486328 554820.6749267578)
,070301,0107,AA0000000049,숙박/음식,숙박시설,기타숙박시설,,,케니스토리인호텔,,,,199960.51532,552740.978394,,361220,,,,POINT (199960.51531982422 552740.9783935547)
,070301,0107,AA0000000050,숙박/음식,숙박시설,기타숙박시설,,,오라카이대학로호텔,,,,199887.297791,552892.485779,,361184,,,,POINT (199887.29779052734 552892.4857788086)
,070301,0401,AA0000000051,산업,서비스산업,종합상품판매업,시장,문화관광형시장,광장시장,,,,200349.728516,552917.240417,,193854,,,,POINT (200349.728515625 552917.2404174805)
,070301,0203,AA0000000052,산업,서비스산업,종합상품판매업,할인매장,홈플러스,"신화빌딩호현치과의원,홈플러스",,,,201392.727173,551642.61438,,207260,,,,POINT (201392.72717285156 551642.6143798828)
,030201,0000,AA0000000053,교육/보건,보건시설,병/의원,미분류,,서울대학교병원대한외래2,,,,199876.387695,553249.678101,,353588,,,,POINT (199876.3876953125 553249.6781005859)
,030201,0000,AA0000000054,교육/보건,보건시설,병/의원,미분류,,서울대학교병원,,,,200021.736084,553232.35083,,353588,,,,POINT (200021.73608398438 553232.3508300781)
,030201,0000,AA0000000055,교육/보건,보건시설,병/의원,미분류,,서울대학교병원대한외래,,,,200001.068481,553244.112488,,353588,,,,POINT (200001.0684814453 553244.112487793)
,030101,0100,AA0000000056,교육/보건,교육시설,유아교육기관,어린이집,,녹번어린이집,,,,194250.958374,556424.241394,,354497,,,,POINT (194250.95837402344 556424.241394043)
,060201,0000,AA0000000057,레저/관광/예술,문화/예술시설,전시관,,,서대문형무소역사전시관,,,,196371.029785,552739.43512,,35579,,,,POINT (196371.02978515625 552739.4351196289)
,030105,0204,AA0000000058,교육/보건,교육시설,대학교,종합대학,부속시설,이화여자대학교연구협력관,,,,195570.945801,552036.262329,,220057,,,,POINT (195570.94580078125 552036.2623291016)
,030101,0100,AA0000000059,교육/보건,교육시설,유아교육기관,어린이집,,홍제센트럴아이파크아파트홍제어린이집,,,,195465.485718,553820.555725,,170149,,,,POINT (195465.48571777344 553820.5557250977)
,030101,0100,AA0000000060,교육/보건,교육시설,유아교육기관,어린이집,,서울특별시소방행정타운서울소방학교직장어린이집,,,,192372.259827,559376.302673,,356265,,,,POINT (192372.25982666016 559376.3026733398)
,030201,0000,AA0000000061,교육/보건,보건시설,병/의원,미분류,,가톨릭대학교은평성모병원,,,,192609.236694,559335.407288,,356265,,,,POINT (192609.23669433594 559335.4072875977)
,030201,0000,AA0000000062,교육/보건,보건시설,병/의원,미분류,,가톨릭대학교은평성모병원별관,,,,192508.420898,559356.120117,,356265,,,,POINT (192508.4208984375 559356.1201171875)
,030101,0100,AA0000000063,교육/보건,교육시설,유아교육기관,어린이집,,DMC2차아이파크아파트예슬어린이집,,,,193003.841919,553178.336914,,222934,,,,POINT (193003.8419189453 553178.3369140625)
,030101,0100,AA0000000064,교육/보건,교육시설,유아교육기관,어린이집,,은행나무어린이집,,,,193095.051514,555027.264771,,363415,,,,POINT (193095.05151367188 555027.2647705078)
,070301,0400,AA0000000065,산업,서비스산업,종합상품판매업,시장,미분류,서울신응암시장,,,,192934.841919,555025.535522,,363431,,,,POINT (192934.8419189453 555025.5355224609)
,030101,0100,AA0000000066,교육/보건,교육시설,유아교육기관,어린이집,,홍익어린이집,,,,191946.681519,555420.027588,,8325,,,,POINT (191946.6815185547 555420.0275878906)
,030101,0100,AA0000000067,교육/보건,교육시설,유아교육기관,어린이집,,은평뉴타운은뜨락행복주택아파트구립은뜨락어린이집,,,,192936.884399,558924.025696,,410248,,,,POINT (192936.88439941406 558924.0256958008)
,030101,0100,AA0000000068,교육/보건,교육시설,유아교육기관,어린이집,,양평제2동주민센터늘해랑어린이집,,,,190638.463989,548560.540283,,228272,,,,POINT (190638.4639892578 548560.5402832031)
,010301,0700,AA0000000069,행정,지방행정기관,지방행정집행기관,동주민센터,,"수색동주민센터,수색동자치회관",,,,190609.109619,553780.422424,,8443,,,,POINT (190609.10961914062 553780.4224243164)
,030101,0100,AA0000000070,교육/보건,교육시설,유아교육기관,어린이집,,염창E편한세상아파트구립아이편한어린이집,,,,188564.234314,549993.76593,,14600,,,,POINT (188564.23431396484 549993.7659301758)
,070301,0107,AA0000000071,숙박/음식,숙박시설,기타숙박시설,,,보보스모텔,,,,192223.305176,546798.235596,,230078,,,,POINT (192223.30517578125 546798.2355957031)
,030101,0100,AA0000000072,교육/보건,교육시설,유아교육기관,어린이집,,늘사랑어린이집,,,,189158.808594,545258.283081,,17670,,,,POINT (189158.80859375 545258.2830810547)
,030201,0000,AA0000000073,교육/보건,보건시설,병/의원,미분류,,여성병원,,,,190318.971497,545117.693726,,18131,,,,POINT (190318.97149658203 545117.6937255859)
,030101,0100,AA0000000074,교육/보건,교육시설,유아교육기관,어린이집,,신정이든채아파트구립이든샘어린이집,,,,185370.52533,545956.311829,,417818,,,,POINT (185370.52532958984 545956.3118286133)
,030201,0000,AA0000000075,교육/보건,보건시설,병/의원,미분류,,서남병원,,,,185351.933899,545980.911987,,417818,,,,POINT (185351.93389892578 545980.9119873047)
,030205,0100,AA0000000076,교육/보건,보건시설,기타보건시설,약국,미분류,풍납빌딩다사랑약국,,,,210164.753723,547301.916992,,152054,,,,POINT (210164.75372314453 547301.9169921875)
,030205,0100,AA0000000077,교육/보건,보건시설,기타보건시설,약국,미분류,풍납빌딩다사랑약국,,,,210164.753723,547301.916992,,152054,,,,POINT (210164.75372314453 547301.9169921875)
,030101,0300,AA0000000078,교육/보건,교육시설,유아교육기관,사립유치원,,은비유치원,,,,196472.212891,543295.572205,,420389,,,,POINT (196472.212890625 543295.5722045898)
,030104,0200,AA0000000079,교육/보건,교육시설,고등교육기관,공립고등학교,,금천고등학교,,,,191621.135071,538381.154907,,21013,,,,POINT (191621.13507080078 538381.1549072266)
,030102,0200,AA0000000080,교육/보건,교육시설,초등교육기관,공립초등학교,,백산초등학교,,,,191609.982788,538602.577698,,21361,,,,POINT (191609.98278808594 538602.5776977539)
,030102,0200,AA0000000081,교육/보건,교육시설,초등교육기관,공립초등학교,,서울시흥초등학교,,,,191593.088196,539526.078674,,20813,,,,POINT (191593.08819580078 539526.0786743164)
,060205,0300,AA0000000082,레저/관광/예술,문화/예술시설,공연/연극장,문화예술회관,,금천희망문화회관,,,,191598.930298,540149.399292,,21212,,,,POINT (191598.93029785156 540149.3992919922)
,030201,0000,AA0000000083,교육/보건,보건시설,병/의원,미분류,,JOY빌딩대림봄치과의원,,,,191152.876099,543362.504883,,229671,,,,POINT (191152.8760986328 543362.5048828125)
,030102,0200,AA0000000084,교육/보건,교육시설,초등교육기관,공립초등학교,,대동초등학교,,,,191138.857422,543805.518127,,229616,,,,POINT (191138.857421875 543805.5181274414)
,030101,0100,AA0000000085,교육/보건,교육시설,유아교육기관,어린이집,,참고은어린이집,,,,191161.832886,544168.467896,,419274,,,,POINT (191161.8328857422 544168.4678955078)
,030102,0200,AA0000000086,교육/보건,교육시설,초등교육기관,공립초등학교,,인헌초등학교,,,,196464.5401,541914.474487,,230923,,,,POINT (196464.54010009766 541914.4744873047)
,030105,0204,AA0000000087,교육/보건,교육시설,대학교,종합대학,부속시설,숭실대학교정보과학관,,,,196433.167603,543900.690491,,21739,,,,POINT (196433.16760253906 543900.6904907227)
,030105,0204,AA0000000088,교육/보건,교육시설,대학교,종합대학,부속시설,숭실대학교전산관,,,,196421.471191,544000.443909,,21726,,,,POINT (196421.47119140625 544000.4439086914)
,030105,0204,AA0000000089,교육/보건,교육시설,대학교,종합대학,부속시설,숭실대학교창신관,,,,196457.930725,544050.003479,,21726,,,,POINT (196457.93072509766 544050.0034790039)
,030102,0200,AA0000000090,교육/보건,교육시설,초등교육기관,공립초등학교,,중앙대부속초등학교,,,,196430.427124,545105.630676,,23074,,,,POINT (196430.42712402344 545105.6306762695)
,070305,0102,AA0000000091,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행신림2동지점,,,,194468.274292,541801.749023,,231663,,,,POINT (194468.2742919922 541801.7490234375)
,070301,0302,AA0000000092,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,금호상가,,,,194327.121887,541782.493896,,227290,,,,POINT (194327.12188720703 541782.4938964844)
,030101,0100,AA0000000093,교육/보건,교육시설,유아교육기관,어린이집,,은빛어린이집,,,,194388.385376,542021.398315,,231450,,,,POINT (194388.38537597656 542021.3983154297)
,030101,0100,AA0000000094,교육/보건,교육시설,유아교육기관,어린이집,,딩동댕어린이집,,,,194500.639404,541994.75293,,231460,,,,POINT (194500.63940429688 541994.7529296875)
,030204,0000,AA0000000095,교육/보건,보건시설,한의원,,,김한의원,,,,194434.044495,541766.921631,,231663,,,,POINT (194434.0444946289 541766.9216308594)
,030101,0100,AA0000000096,교육/보건,교육시설,유아교육기관,어린이집,,청진어린이집,,,,194580.491028,541902.753723,,231642,,,,POINT (194580.49102783203 541902.7537231445)
,060205,0000,AA0000000097,레저/관광/예술,문화/예술시설,공연/연극장,미분류,,수인아트홀,,,,194510.272217,541947.154907,,231640,,,,POINT (194510.27221679688 541947.1549072266)
,030101,0100,AA0000000098,교육/보건,교육시설,유아교육기관,어린이집,,서봄어린이집,,,,194302.928711,542080.651794,,231338,,,,POINT (194302.9287109375 542080.6517944336)
,030201,0000,AA0000000099,교육/보건,보건시설,병/의원,미분류,,서울종합동물병원,,,,194276.304321,541980.694092,,231638,,,,POINT (194276.30432128906 541980.6940917969)
,030101,0100,AA0000000100,교육/보건,교육시설,유아교육기관,어린이집,,그린나래어린이집,,,,194629.665222,541780.267029,,231668,,,,POINT (194629.66522216797 541780.2670288086)
,030101,0100,AA0000000101,교육/보건,교육시설,유아교육기관,어린이집,,장군봉어린이집,,,,194632.27063,542145.750671,,231434,,,,POINT (194632.2706298828 542145.7506713867)
,030101,0100,AA0000000102,교육/보건,교육시설,유아교육기관,어린이집,,재롱이어린이집,,,,194761.485474,542262.753479,,232483,,,,POINT (194761.4854736328 542262.7534790039)
,010301,0700,AA0000000103,행정,지방행정기관,지방행정집행기관,동주민센터,,청룡동주민센터,,,,194839.87262,542188.512512,,227994,,,,POINT (194839.8726196289 542188.512512207)
,030205,0100,AA0000000104,교육/보건,보건시설,기타보건시설,약국,미분류,조광약국,,,,195063.374207,542215.619202,,228043,,,,POINT (195063.37420654297 542215.6192016602)
,030201,0000,AA0000000105,교육/보건,보건시설,병/의원,미분류,,서울치과의원,,,,194915.8526,542232.321289,,232517,,,,POINT (194915.85260009766 542232.3212890625)
,030204,0000,AA0000000106,교육/보건,보건시설,한의원,,,장한의원,,,,194869.403625,542253.062012,,232503,,,,POINT (194869.40362548828 542253.0620117188)
,030204,0000,AA0000000107,교육/보건,보건시설,한의원,,,새들한의원,,,,194948.80603,542231.444092,,232517,,,,POINT (194948.80603027344 542231.4440917969)
,030101,0100,AA0000000108,교육/보건,교육시설,유아교육기관,어린이집,,아기진주어린이집,,,,194711.034729,541793.829712,,231662,,,,POINT (194711.0347290039 541793.8297119141)
,030101,0100,AA0000000109,교육/보건,교육시설,유아교육기관,어린이집,,E편한세상서울대입구1단지아파트구립E편한1단지어린이집,,,,194954.194092,542120.369873,,228054,,,,POINT (194954.19409179688 542120.3698730469)
,030101,0100,AA0000000110,교육/보건,교육시설,유아교육기관,어린이집,,E편한세상서울대입구2단지아파트구립E편한2단지어린이집,,,,194907.540222,541897.983521,,232587,,,,POINT (194907.54022216797 541897.9835205078)
,070305,0119,AA0000000111,산업,서비스산업,금융/보험업,일반은행,새마을금고,MG새마을금고쑥고개지점,,,,194900.515076,542212.030884,,232518,,,,POINT (194900.5150756836 542212.0308837891)
,030204,0000,AA0000000112,교육/보건,보건시설,한의원,,,신화빌딩튼튼한의원,,,,194869.325012,542217.412781,,227994,,,,POINT (194869.32501220703 542217.4127807617)
,030101,0300,AA0000000113,교육/보건,교육시설,유아교육기관,사립유치원,,영그린유치원,,,,194728.54541,541961.25708,,231635,,,,POINT (194728.54541015625 541961.2570800781)
,030201,0000,AA0000000114,교육/보건,보건시설,병/의원,미분류,,관악성모의원,,,,194896.190186,542262.952515,,232503,,,,POINT (194896.19018554688 542262.9525146484)
,030204,0000,AA0000000115,교육/보건,보건시설,한의원,,,으뜸한의원,,,,194882.366699,542258.514526,,232503,,,,POINT (194882.36669921875 542258.5145263672)
,030205,0100,AA0000000116,교육/보건,보건시설,기타보건시설,약국,미분류,희망약국,,,,194907.84259,542263.721802,,232503,,,,POINT (194907.84259033203 542263.7218017578)
,030104,0200,AA0000000117,교육/보건,교육시설,고등교육기관,공립고등학교,,"영락고교,영락의료과학교버스정류장쉘터",,,,195187.357788,542224.260376,,232513,,,,POINT (195187.35778808594 542224.2603759766)
,030104,0200,AA0000000118,교육/보건,교육시설,고등교육기관,공립고등학교,,영락고등학교,,,,195092.375122,541912.108887,,232596,,,,POINT (195092.3751220703 541912.1088867188)
,070301,0201,AA0000000119,산업,서비스산업,종합상품판매업,할인매장,GS슈퍼마켓,GS수퍼마켓봉천점,,,,195492.19519,542213.603699,,232519,,,,POINT (195492.1951904297 542213.6036987305)
,070305,0100,AA0000000120,산업,서비스산업,금융/보험업,일반은행,미분류,SH수협은행봉천동지점,,,,195296.236816,542219.147827,,232484,,,,POINT (195296.23681640625 542219.1478271484)
,030101,0100,AA0000000121,교육/보건,교육시설,유아교육기관,어린이집,,구립청능어린이집,,,,195378.20929,542085.983398,,232530,,,,POINT (195378.20928955078 542085.9833984375)
,030101,0100,AA0000000122,교육/보건,교육시설,유아교육기관,어린이집,,구립개미어린이집,,,,191674.942871,541516.77771,,20259,,,,POINT (191674.94287109375 541516.7777099609)
,030101,0100,AA0000000123,교육/보건,교육시설,유아교육기관,어린이집,,신광어린이집,,,,191668.237,541231.273376,,18031,,,,POINT (191668.23699951172 541231.2733764648)
,030102,0200,AA0000000124,교육/보건,교육시설,초등교육기관,공립초등학교,,서울정심초등학교,,,,191927.529297,541335.432007,,20342,,,,POINT (191927.529296875 541335.4320068359)
,030101,0100,AA0000000125,교육/보건,교육시설,유아교육기관,어린이집,,신림두영아파트국공립운서어린이집,,,,192385.394409,541709.740295,,232892,,,,POINT (192385.3944091797 541709.7402954102)
,030101,0100,AA0000000126,교육/보건,교육시설,유아교육기관,어린이집,,아리솔어린이집,,,,192422.520691,541648.692322,,232919,,,,POINT (192422.52069091797 541648.6923217773)
,030101,0100,AA0000000127,교육/보건,교육시설,유아교육기관,어린이집,,구립다원어린이집,,,,192241.819824,541377.871582,,232929,,,,POINT (192241.81982421875 541377.8715820312)
,030101,0100,AA0000000128,교육/보건,교육시설,유아교육기관,어린이집,,꿈이가득한어린이집,,,,192719.36731,541211.859192,,232694,,,,POINT (192719.3673095703 541211.8591918945)
,030101,0100,AA0000000129,교육/보건,교육시설,유아교육기관,어린이집,,마엘가베어린이집,,,,192699.54187,541255.395325,,232677,,,,POINT (192699.5418701172 541255.395324707)
,060205,0500,AA0000000130,레저/관광/예술,문화/예술시설,공연/연극장,문화센터,,난곡경로문화센터,,,,192778.482178,541226.406616,,336741,,,,POINT (192778.48217773438 541226.4066162109)
,070305,0119,AA0000000131,산업,서비스산업,금융/보험업,일반은행,새마을금고,MG새마을금고난곡지점,,,,192889.432678,541223.053528,,232683,,,,POINT (192889.43267822266 541223.053527832)
,030101,0100,AA0000000132,교육/보건,교육시설,유아교육기관,어린이집,,하은어린이집,,,,192832.836426,541321.73468,,230859,,,,POINT (192832.83642578125 541321.7346801758)
,030201,0000,AA0000000133,교육/보건,보건시설,병/의원,미분류,,연세미치과의원,,,,192719.236206,541570.587524,,230673,,,,POINT (192719.2362060547 541570.5875244141)
,030201,0000,AA0000000134,교육/보건,보건시설,병/의원,미분류,,연세나눔치과,,,,192797.348877,541613.995178,,230662,,,,POINT (192797.34887695312 541613.9951782227)
,030201,1400,AA0000000135,교육/보건,보건시설,병/의원,정형외과,,현희정형외과,,,,192854.213501,541503.743591,,230675,,,,POINT (192854.21350097656 541503.7435913086)
,030204,0000,AA0000000136,교육/보건,보건시설,한의원,,,우리가족한의원,,,,192833.904724,541635.368896,,232665,,,,POINT (192833.9047241211 541635.3688964844)
,030101,0100,AA0000000137,교육/보건,교육시설,유아교육기관,어린이집,,예솔어린이집,,,,192610.664001,541629.496887,,232930,,,,POINT (192610.66400146484 541629.496887207)
,030205,0100,AA0000000138,교육/보건,보건시설,기타보건시설,약국,미분류,새전일약국,,,,192896.194519,541676.068481,,232656,,,,POINT (192896.19451904297 541676.0684814453)
,030101,0100,AA0000000139,교육/보건,교육시설,유아교육기관,어린이집,,구립미래클어린이집,,,,192909.175476,541587.120178,,230668,,,,POINT (192909.17547607422 541587.1201782227)
,030201,0000,AA0000000140,교육/보건,보건시설,병/의원,미분류,,조인트힐병원,,,,192693.176208,541577.026001,,232920,,,,POINT (192693.1762084961 541577.0260009766)
,030103,0200,AA0000000141,교육/보건,교육시설,중등교육기관,공립중학교,,남강중학교,,,,193333.565125,541302.84613,,230681,,,,POINT (193333.56512451172 541302.8461303711)
,010301,0700,AA0000000142,행정,지방행정기관,지방행정집행기관,동주민센터,,"난곡동복합종합청사난곡동주민센터,난곡동주민자치회관,책사랑작은도서관",,,,193070.593689,541290.091309,,232676,,,,POINT (193070.59368896484 541290.0913085938)
,030101,0100,AA0000000143,교육/보건,교육시설,유아교육기관,어린이집,,구립예지어린이집,,,,193185.185791,541295.69873,,232668,,,,POINT (193185.18579101562 541295.6987304688)
,030101,0100,AA0000000144,교육/보건,교육시설,유아교육기관,어린이집,,다올어린이집,,,,193144.689514,541680.590271,,232658,,,,POINT (193144.68951416016 541680.5902709961)
,030101,0300,AA0000000145,교육/보건,교육시설,유아교육기관,사립유치원,,애동에코유치원,,,,192949.879028,541601.562805,,232662,,,,POINT (192949.8790283203 541601.5628051758)
,070301,0400,AA0000000146,산업,서비스산업,종합상품판매업,시장,미분류,우림시장,,,,192959.162109,541218.781311,,232684,,,,POINT (192959.162109375 541218.7813110352)
,030101,0300,AA0000000147,교육/보건,교육시설,유아교육기관,사립유치원,,신림유치원,,,,192945.59613,541409.998108,,230856,,,,POINT (192945.5961303711 541409.9981079102)
,030204,0000,AA0000000148,교육/보건,보건시설,한의원,,,서문한의원,,,,192943.570984,541264.118286,,232670,,,,POINT (192943.57098388672 541264.1182861328)
,030104,0200,AA0000000149,교육/보건,교육시설,고등교육기관,공립고등학교,,남강고등학교,,,,193423.21582,541442.361389,,230681,,,,POINT (193423.2158203125 541442.3613891602)
