,14세 이하 아동 수,~14세 비율,전체 어린이집 수,국공립 어린이집 수,국공립 어린이집 비율,전체 유치원 수,국공립 유치원 수,국공립 유치원 비율,어린이집 아동 수(구),어린이집 교사 수(구),어린이집 교사 1인당 아동 수(구),유치원 학생 수(구),교원 수(구),유치원 교원 1인당 학생 수(구),아동센터 수,면적당 아동센터 수,학교 수,학원 수,개소(구),녹지 면적 (㎡)(구),근린시설 수,동 면적(km2),근린시설 밀집도,정류장 수,면적당 정류장 수,지하철역 수,면적당 지하철역 수,총 아파트 수,5년 미만,5년 이상 10년 미만,10년 이상 15년 미만,15년 이상 20년 미만,20년 이상 30년 미만,30년 이상 40년 미만,40년 이상 50년 미만,50년 이상,20년 미만 아파트 비율,10년 미만 아파트 비율,30년 이상 아파트 비율,합계,외국인,외국인 비율,5대 범죄 발생 수,경찰서 및 지구대(구),경찰서 1개당 면적(구),공공도서관 수(구),공원 수(구),수 ,병원수,주간인구지수(%),주택수,일반가구수(가구),주택보급률,주택종류별 총합,단독주택합,일반단독주택,다가구주택,영업겸용주택,아파트,연립주택,다세대 주택,비거주용건물내주택,아파트/총합,16_예산액_x,16_집행액_x,17_예산액_x,17_집행액_x,18_예산액_x,18_집행액_x,19_예산액_x,19_집행액_x,20_예산액_x,20_집행액_x,16_effect,17_effect,18_effect,19_effect,20_effect,16_예산액_y,16_집행액_y,17_예산액_y,17_집행액_y,18_예산액_y,18_집행액_y,19_예산액_y,19_집행액_y,20_예산액_y,20_집행액_y
어린이집 교사 1인당 아동 수(구),0.2088212889279384,0.08235498796525305,0.2329867974307786,0.21769440850529198,-0.13207277420388167,0.039617784475323076,0.053752850490464556,0.053752850490464556,0.41832158778660816,0.2877535852397471,1.0,0.18351859384763144,0.16186392066443975,0.10346121801311307,0.22233767027245713,0.09227344395531144,0.019754321663644252,-0.0011647977286739289,-0.7362000583187495,-0.12752444241117245,-0.11519033486982017,-0.014958303516405666,-0.14780506661332338,-0.023179488137694094,-0.07025848742227539,-0.1316038523877538,-0.18811490466279535,0.045285247899947215,0.30701388131897694,0.048180391200711936,0.31259899197618685,0.12385190920142496,-0.053676239678044683,-0.15063947455509832,-0.11923341796550636,-0.17508519456216803,0.185475062688474,0.08532286587398268,0.14475058504794583,0.31041072221608595,0.030402661322384245,-0.18500541909297005,-0.1086744269616005,-0.2628011658017325,0.045044042256438314,-0.06129390024656649,-0.29940934561923066,-0.7042801807735228,-0.07666352478571854,-0.6995879579683655,0.2438134156892261,0.31989330455253356,-0.05467774217680243,0.2438134156892261,0.18144442328190705,-0.08764390807800473,0.27487906524001204,0.19290482979960633,0.0460621601526691,0.07511690002458224,0.2512900238915168,0.08041356426622831,-0.06612654860250934,0.11540107510596175,0.08623974419636765,0.19227540481523772,0.17772080962750877,-0.10041583074398375,-0.13551533376349267,-0.05231062688225083,-0.15770385163467016,-0.18194758297696081,-0.2045112027768085,-0.4341147010056101,-0.19858574126782647,-0.10777692096350328,-0.31345864009004487,-0.1011348031752889,0.11540107510596151,0.08623974419636735,0.19227540481523725,0.17772080962750858,-0.10041583074398393,-0.1355153337634926,-0.052310626882250584,-0.1577038516346704,-0.1819475829769608,-0.20451120277680843
유치원 학생 수(구),0.34944894577187774,0.23275958844867545,0.32982474392608574,0.11920601224455063,-0.29624442826884606,0.2643098010647319,0.15414901587644222,0.15414901587644222,0.8609500325331991,0.8895489419457109,0.18351859384763144,1.0,0.988223412086802,0.18010789960463272,0.05839671063395646,-0.05513295795622994,0.16385562506919155,0.20315356785086464,-0.009043397490529178,0.37764824776812456,-0.1276421311972197,0.04136193196315142,-0.19708287352103418,-0.05067010231957314,-0.14754747312257002,-0.026605679651523564,-0.10557268284788102,0.8522281307242817,0.55316237553486,0.1928253962017076,0.5782515667818715,0.3960014494752796,0.6127414731639376,0.5602999867585954,0.2374037855457229,-0.2882055901659814,-0.11114269673684096,-0.011089116397998746,-0.21171821327359502,0.33873958193747483,-0.18503928030562547,-0.31419133337166893,0.39404677035149643,0.18783488693593306,0.3710816067494554,0.443626279351835,0.049395093642937926,-0.36722383592373,0.03932534759257212,-0.45924596709825827,0.38465432429856733,0.27839246363090536,0.22772783376376982,0.38465432429856733,-0.2023640740878205,-0.1866567565560741,-0.16837210934747524,-0.12390482362817949,0.33967831350016703,-0.08986969079873242,0.12005152473644685,-0.07542825860351177,0.22145846804699204,0.30007128187343496,0.2579423365044834,0.4521800043137553,0.4867148930808558,0.41176903005925475,0.369996169427627,0.43282629653337756,0.3794324791508643,0.18239037446403286,0.15396799725433943,-0.43225876584107553,-0.027469434028687855,-0.14409820198690354,-0.18273331160493578,-0.2077104581442228,0.3000712818734347,0.25794233650448284,0.45218000431375494,0.48671489308085586,0.4117690300592542,0.3699961694276269,0.43282629653337734,0.379432479150864,0.18239037446403272,0.15396799725433946
교원 수(구),0.34172549935828334,0.21672051832608077,0.32088696490996776,0.11280097176900503,-0.2961805129686507,0.2688709922197687,0.16522987130799482,0.16522987130799482,0.8416337397319354,0.876323441607893,0.16186392066443975,0.988223412086802,1.0,0.031422381035551096,0.04773195611732848,-0.05994189792437166,0.16454096426659745,0.22689646897474802,-0.004300988170529906,0.413930980957751,-0.11912411028818166,0.046998454990203935,-0.19450912543827784,-0.03322364805956221,-0.12766059031386418,-0.028858773758058225,-0.11845259073474272,0.867162424735871,0.48169751811005823,0.20348240840957102,0.5489347868398345,0.46815880312162506,0.634568938400493,0.574960592384643,0.27537974342660065,-0.28548231209804714,-0.14865790372901444,-0.09063583537593721,-0.23671002487275428,0.3453602178671325,-0.1964428069043986,-0.32906161632026903,0.438798454297425,0.21939732464986772,0.382396692042915,0.4729424236344464,0.028305907125931517,-0.3646012470521285,0.05706550897394999,-0.45534437904147856,0.39037145947053953,0.2865607181160914,0.23067897805833854,0.39037145947053953,-0.20254636097434423,-0.1818988017869287,-0.17063836660607948,-0.1267583006911111,0.34334554414652474,-0.08135608376432497,0.12148815869513287,-0.06745086655942278,0.22309269356444542,0.3586084679236449,0.32560792591887305,0.49120404160351805,0.5364609806875879,0.4496602828864761,0.4027289396282365,0.44764027392794015,0.40994353961295066,0.217564501551861,0.19527214935283793,-0.40883677854072975,0.008190756722328586,-0.1560728989706805,-0.11963418243634982,-0.17372897245097968,0.3586084679236451,0.32560792591887305,0.4912040416035178,0.5364609806875872,0.449660282886476,0.4027289396282368,0.44764027392794026,0.40994353961295066,0.21756450155186088,0.1952721493528377
유치원 교원 1인당 학생 수(구),0.0839422277282628,0.1318500213114916,0.09732670062947701,0.05889927888585164,-0.02283410819774105,0.007580490899214055,-0.053599827165911364,-0.053599827165911364,0.18674824173922341,0.15671865445529562,0.10346121801311307,0.18010789960463272,0.031422381035551096,1.0,0.08239433990318513,0.04178554011316221,0.01449514456590593,-0.11815154742334891,-0.011180922180489553,-0.18971143214769978,-0.054258454002920675,-0.04720040969528969,-0.027228366050460466,-0.09158460626880913,-0.11565169568210737,0.01793700332962183,0.07325273884780317,-0.022106157783456006,0.502013515886278,-0.013346875614950548,0.2190325815064591,-0.4077767161100738,-0.07643150160271382,-0.06117209310575991,-0.22387217054770148,-0.08347604118677594,0.23462794755273736,0.5684259848060528,0.17036688427611776,-0.010147615071570349,0.08955319132149686,0.08590189869142402,-0.27133369937108864,-0.16737911922596363,-0.09366178011128207,-0.13837043983362832,0.16969621808225213,-0.014103649305247067,-0.11351932548810746,-0.037098021950624394,-0.009075089248723401,-0.03604411625816234,0.0014854978978670241,-0.009075089248723401,-0.023703346149035145,-0.05171012623237968,-0.005670684064436022,-0.0031253841153185856,0.004747700279827165,-0.05330124006629164,-0.005273711540209926,-0.06745823922564995,0.007252876032117278,-0.33924691045845556,-0.39053067505830324,-0.19691412117781643,-0.2507113383791533,-0.16359020021773812,-0.13780069000691308,7.028116064923225e-05,-0.11608801686569033,-0.18670243471257114,-0.22299127146282624,-0.1627290165499938,-0.164287080528121,0.07672179012069816,-0.45111227095326634,-0.22531735084328144,-0.3392469104584557,-0.39053067505830374,-0.19691412117781615,-0.25071133837915344,-0.16359020021773812,-0.13780069000691314,7.028116064951938e-05,-0.11608801686569034,-0.18670243471257128,-0.22299127146282605
아동센터 수,0.004661771148954715,-0.2040048597376647,0.1976772457608247,0.14753120230933423,-0.03378110170362188,0.11522948709800872,0.17967712132140654,0.17967712132140654,0.07527749411395282,0.04827276880214346,0.22233767027245713,0.05839671063395646,0.04773195611732848,0.08239433990318513,1.0,0.7557362891905384,0.09365963696928345,-0.09794370371563188,-0.24366689843035164,-0.20056751636948464,-0.0125116603206479,0.05057855132905293,-0.0070054321786059,0.06118307985238081,0.04287472388063555,-0.1285944229448412,-0.10842665791132534,-0.04045333565892817,-0.023768524701317437,-0.19108878834405993,-0.025503819856614603,0.03775177821259478,0.028646345976495284,0.009038060103494405,-0.2294660387929236,-0.18590689042926878,-0.0025055791417413487,-0.09047980405639888,0.03133803725693313,0.24804594742079183,0.08908890070362548,-0.04251217745898884,-0.1639540995051611,-0.07425827143041387,-0.06726840813348751,-0.08712682854453013,-0.06612750010743602,-0.22612933510291536,-0.08219832498279049,-0.2668333333077386,0.2268691992120477,0.2972132090693485,-0.11687386819537408,0.2268691992120477,0.3471058073161735,0.11480423089119045,0.37499901586958234,0.3364938498983081,-0.06248444968933258,0.16556006228921286,0.344411963886082,0.19375017289646562,-0.2620787927406695,-0.09582106894610334,-0.0990680636218056,-0.07153078755690653,-0.08241399305588773,-0.11150005832221384,-0.14166151943512093,-0.0021065866477608325,-0.08069290737975267,-0.18661684380686402,-0.1686701859879107,-0.13527339362335633,-0.10293322038142785,-0.1330080565185844,-0.23064873820254386,0.0796532924972722,-0.09582106894610336,-0.09906806362180567,-0.07153078755690633,-0.08241399305588776,-0.11150005832221373,-0.14166151943512112,-0.002106586647760942,-0.08069290737975272,-0.1866168438068639,-0.16867018598791064
면적당 아동센터 수,-0.1731049624678298,-0.2369853485367658,-0.014712926710228806,-0.03501646040013531,0.030287278135253684,-0.058087694649394665,-0.0025860543301328667,-0.0025860543301328667,-0.02909703055179555,-0.051072895742193786,0.09227344395531144,-0.05513295795622994,-0.05994189792437166,0.04178554011316221,0.7557362891905384,1.0,-0.10095390070195491,-0.15926661039323792,-0.09718532127917749,-0.22753022684477087,-0.061728556360039426,-0.23793758876391047,0.19725394328865337,-0.1555022357052967,0.2221565229190825,-0.15409444074207085,0.019021115388398745,-0.1447611919739938,-0.0586947691251947,-0.2225867151731523,-0.06427768400595026,-0.04848909244507444,-0.0790977313155219,-0.057611979147840935,-0.1830477275325957,-0.1364915390566387,-0.0034828670171440338,-0.0752625708945174,0.0364045185136061,-0.02629679890329309,0.10104916889945176,0.05761783543301128,-0.164046552560861,-0.0028765449611964076,-0.15533652161464745,-0.06990978867919166,0.03433720300883712,-0.01516854488588518,-0.10147267570207012,-0.10437986402316597,-0.04645987419708137,0.023980947950622448,-0.14082711989871677,-0.04645987419708137,0.23780755172591406,0.018483047062405767,0.2921187589073896,0.22479666996587797,-0.20043966050703388,-0.004207133336996087,0.19942066761736874,0.07289943380759549,-0.26504492516155403,-0.12683756698692392,-0.10384032961176595,-0.12896996343325437,-0.12845213276548206,-0.11525904934191347,-0.14433665454461717,-0.04025581537128164,-0.091566584545527,-0.17949578584803152,-0.16794337058398348,0.024635899721120832,-0.011203079472208688,-0.13475986825535596,-0.13434530222236332,0.07028174199047117,-0.12683756698692386,-0.10384032961176595,-0.1289699634332544,-0.12845213276548212,-0.11525904934191357,-0.14433665454461725,-0.04025581537128169,-0.09156658454552703,-0.17949578584803133,-0.1679433705839835
학교 수,0.3396864426803087,0.15317348563615588,0.3369196096392846,0.31920185121015765,0.016542254429093753,0.39733063902753113,0.3220025478465824,0.3220025478465824,0.12927420556478267,0.13878218853739316,0.019754321663644252,0.16385562506919155,0.16454096426659745,0.01449514456590593,0.09365963696928345,-0.10095390070195491,1.0,0.24384202672981514,-0.02150087679933509,0.0890508341430323,0.023929708898095155,0.26764494410403755,-0.2196692770113618,0.3152630418180557,-0.09916514466856009,0.0349010457181134,-0.12222029203855657,0.18643731355495793,0.0345346631546405,0.040550050975959574,0.05501232410362722,0.0628685483159182,0.18192472051814948,0.17040076998360265,-0.002067744339843024,-0.08593733073550165,-0.07820747300759263,-0.043813636385950275,-0.08280787180342591,0.37292758587858504,-0.033009920346449166,-0.10244506356051501,0.07223873979428012,-0.003030551094669779,0.11740940443205602,0.08792170816218005,0.011183949817504174,-0.0729062627010272,0.057423803749686794,-0.09644782198762676,0.3714610795138133,0.27582485372117965,0.17343564358752017,0.3714610795138133,-0.020550979530209637,0.07053597519673983,-0.06317169210735607,-0.031119658913382142,0.3489476818635321,0.14209553730747435,-0.013222840224652865,-0.008337475691692717,0.16360959861255603,0.06822106229064999,0.051177218030026984,0.09516166961036981,0.09656841850365927,0.04674455176354663,0.02638340084370151,0.09237767179337737,0.06442521388358546,0.045118801663641565,0.04745574743441396,-0.11444383488737306,-0.04131871043057572,-0.06699212817885829,-0.10779983554494814,-0.03221792255360848,0.06822106229064998,0.05117721803002692,0.09516166961036984,0.09656841850365916,0.04674455176354661,0.026383400843701575,0.09237767179337743,0.0644252138835855,0.04511880166364155,0.04745574743441393
학원 수,0.39738389876547925,0.23503878396942043,0.23789712377159675,0.15854134537546472,-0.08469165217149195,0.2094951098014258,0.16206832228090254,0.16206832228090254,0.1951080771100593,0.21501019210096642,-0.0011647977286739289,0.20315356785086464,0.22689646897474802,-0.11815154742334891,-0.09794370371563188,-0.15926661039323792,0.24384202672981514,1.0,-0.005919979822435161,0.3902314125018406,0.1654480414654635,0.08352286311628598,-0.02283261976613995,0.19641150815707176,-0.008714415661465955,0.03227816875610873,-0.08026113694120501,0.329134559104405,0.1981959405860814,0.2865737481295509,0.14386153788601114,0.21196937564590987,0.142689954825115,0.21712811398372864,0.2605343008233163,-0.014363869948751013,-0.023696100865562952,0.07814761148174942,-0.18703125244399385,0.3818475373293827,-0.13400041543962923,-0.21664348271081105,0.30797335299531264,0.11105592106529179,0.16054418731275627,0.303759144446917,0.09767084952608192,-0.04152379484848581,0.342949482305387,-0.032131645809072025,0.3809044417671535,0.2587237726185598,0.2423846649699743,0.3809044417671535,-0.2381411035296572,-0.1725686372836146,-0.22360368019299862,-0.149135632863591,0.376230203919862,-0.02992324153122449,0.04394913014924841,0.04560421125631746,0.243472035281482,0.39287836591073916,0.35864491557965616,0.41006378656049075,0.4067282926698611,0.34430847706682904,0.3095912051428512,0.23921894500136986,0.24261078947362935,0.357482798273581,0.32469780341554316,-0.14850805804924255,-0.11423306442336187,-0.07448670343359587,-0.0291778905686612,-0.19067026166297832,0.3928783659107392,0.35864491557965594,0.4100637865604906,0.4067282926698614,0.3443084770668287,0.3095912051428512,0.23921894500137011,0.24261078947362943,0.3574827982735811,0.3246978034155432
개소(구),-0.13521445759325865,0.006106045641015474,-0.14190042912900894,-0.15918316339524827,0.10498066110742997,-0.028212930831789284,-0.015441338539245661,-0.015441338539245661,-0.10567266024691888,-0.010252649017274731,-0.7362000583187495,-0.009043397490529178,-0.004300988170529906,-0.011180922180489553,-0.24366689843035164,-0.09718532127917749,-0.02150087679933509,-0.005919979822435161,1.0,0.2898942028648045,0.13351234316067342,0.016382544996660833,0.159518147435619,-0.03622136085028417,-0.010670443282756603,0.13947355336060138,0.1924886688454722,0.140815639380022,-0.06728641964689853,0.10131671311699701,-0.07866087155408,0.012309577771138537,0.18701110536665488,0.11187217282064658,0.2190772878789636,0.12463538416465232,-0.1421222737885204,-0.016874417918632204,-0.051844956489633186,-0.28056406392879907,0.012872738026355246,0.18389997706941666,0.281437873193106,0.39194913239131407,0.027080820595240036,0.3166943371277902,0.3771326396236232,0.6971188580287074,0.08494954346577066,0.6105858454680088,-0.20293848330124228,-0.3021703353483639,0.10163073645976732,-0.20293848330124228,-0.21429854099873397,0.0924324964592667,-0.32074419972471757,-0.21821752501440655,0.01910535948144829,-0.1005775565008273,-0.2830731049379805,-0.07998161091004291,0.15080398252019178,-0.055163729515964585,-0.045473908324065705,-0.0895653539961744,-0.06743450500425213,0.19350530905910934,0.21422556712226984,0.04496496798128446,0.2130384727009267,0.2232115008567432,0.21675449136691585,0.29680541760507423,0.2646904453074472,0.012094744258500057,0.4663742268142039,0.015914062154778124,-0.055163729515964766,-0.04547390832406569,-0.08956535399617455,-0.06743450500425208,0.19350530905910954,0.2142255671222699,0.04496496798128456,0.21303847270092693,0.22321150085674313,0.216754491366916
녹지 면적 (㎡)(구),0.2614966657323055,0.24680618883169006,0.07555344588076413,-0.007177641135090684,-0.14148644138219535,0.04419212115437336,0.06824652064121275,0.06824652064121275,0.4715994068953934,0.5330529055266651,-0.12752444241117245,0.37764824776812456,0.413930980957751,-0.18971143214769978,-0.20056751636948464,-0.22753022684477087,0.0890508341430323,0.3902314125018406,0.2898942028648045,1.0,0.1487147355841655,0.14855572247371318,-0.05985334665289783,0.07338966660780125,-0.19914649659024883,0.0904188336791156,-0.04107148048460858,0.6527567599933243,0.39351243908808925,0.7287971535099637,0.3404287320063354,0.3958855898929313,0.3156889895550734,0.2732983957245357,0.7551255237277261,0.2092405263071381,-0.01617006760208327,0.21589264688362814,-0.2634631957136242,0.17558103912249606,-0.1510918332336555,-0.20343203238599025,0.8345625910454726,0.2794126388515081,0.5011154220515811,0.576464838463792,0.3074270878629768,0.05685970172241616,0.365604299726147,0.15418265458964642,0.22681977246108703,0.10313010883264846,0.24971439688045233,0.22681977246108703,-0.3376849523676014,-0.2946359463444344,-0.2792153762033392,-0.2544700341933985,0.2661493781949647,-0.04994726722425486,0.019969345618798078,0.006252293772075314,0.2576316583709027,0.7447395652596012,0.6575390390359779,0.8123374359280752,0.8088300597786721,0.7923019618605727,0.7848191336428542,0.5557024400432884,0.6777769056178208,0.8636984426952103,0.8133843593512502,-0.30603475707591843,-0.14627195679270938,0.0039814734360471985,0.26113515973227686,-0.2899294301955049,0.7447395652596015,0.6575390390359778,0.8123374359280746,0.8088300597786714,0.7923019618605726,0.7848191336428544,0.5557024400432891,0.6777769056178201,0.86369844269521,0.8133843593512495
근린시설 수,-0.0800003431517626,-0.30117264797460963,-0.01362671325923759,-0.055228875896385574,-0.04052963640368148,-0.08154912191305198,-0.025299977407820726,-0.025299977407820726,-0.07299149909971282,-0.0611286870517181,-0.11519033486982017,-0.1276421311972197,-0.11912411028818166,-0.054258454002920675,-0.0125116603206479,-0.061728556360039426,0.023929708898095155,0.1654480414654635,0.13351234316067342,0.1487147355841655,1.0,0.09062273285739804,0.6663340971012118,0.4994191635811358,0.2852040417798938,0.2977524439473731,0.13275166655379098,-0.0647369814007573,-0.005508648335680797,0.0943746673664542,-0.02245633916172748,0.006894361185341782,-0.08101391789642924,-0.11558260924263306,0.12729979913490694,0.050703407754021095,0.09543885942556625,0.08614615557876415,0.0603732819804542,0.1820608594970258,0.32233314491014325,0.30386393125829053,0.14398325119592184,0.09810242893397765,-0.022424607593994485,0.07102326993144943,0.1330470939627807,0.16088881440569014,0.5874137646637798,0.21370051528380116,0.10778881020292744,0.29219640112252326,-0.31669917012536397,0.10778881020292744,0.2541096332421835,0.15165480432472647,0.20077477507025865,0.3983640323820637,-0.11234068005486447,0.11305813746247104,0.26110234086959566,0.5748933966342645,-0.2092479386973756,0.04916880586326537,0.04249586934193097,0.04785215467702431,0.04436156428816877,0.14029133301488136,0.1329579234148295,0.11241700630120946,0.1665707334433498,0.2147320090615498,0.21877307558681605,0.060409551181113734,-0.012289716303820468,-0.03376726007325073,0.13268348701512026,0.017315549721143617,0.04916880586326544,0.04249586934193104,0.04785215467702433,0.04436156428816871,0.1402913330148813,0.13295792341482968,0.11241700630120954,0.16657073344334988,0.2147320090615499,0.21877307558681616
동 면적(km2),0.27534124320094044,0.1290212989952901,0.2882380713850417,0.2524262003200646,-0.018579710585656384,0.2844722615415508,0.33104132151480803,0.33104132151480803,0.05904888924400891,0.07086349587072896,-0.014958303516405666,0.04136193196315142,0.046998454990203935,-0.04720040969528969,0.05057855132905293,-0.23793758876391047,0.26764494410403755,0.08352286311628598,0.016382544996660833,0.14855572247371318,0.09062273285739804,1.0,-0.3368407402289855,0.5003578696664243,-0.40888401952951603,0.1570775531756643,-0.1695399504968476,0.09795831412489397,0.013945722808114612,0.09190978228354128,0.03004527207661549,0.07208916626455382,0.0676382797053261,0.056067800860069135,0.0645082379691377,0.10602370719076017,-0.010024560130442443,-0.0026459904254092855,-0.05660072746383637,0.2866764912975901,-0.005246373671180698,-0.08032984584965149,0.10700014999728621,0.010589153324822288,0.2021078392686614,0.033958130170020306,0.051185240255663206,-0.004579273504748353,0.05880022852160283,-0.032232900397707355,0.2584214735654931,0.23788624534320046,0.06923547534803803,0.2584214735654931,0.029081899841338323,0.16249943109507636,-0.04593887969353002,-0.007909129613201674,0.221347941161915,0.2409002758975905,-0.010027220115216843,0.05565492503027022,0.075312583053117,0.0958867470901279,0.06289687127040243,0.10730584708270305,0.08875087037935633,0.06673922750117289,0.06267213528177575,0.05883044563983266,0.07247086324048249,0.09652379853580778,0.08802712993320927,-0.1318304367136426,-0.09664250888435298,-0.04197641399330624,0.01031662052381334,-0.05420343771058522,0.09588674709012796,0.0628968712704024,0.10730584708270317,0.0887508703793563,0.06673922750117287,0.06267213528177583,0.058830445639832626,0.07247086324048241,0.09652379853580774,0.08802712993320924
근린시설 밀집도,-0.31907786051977277,-0.39519037911380406,-0.24821930085804886,-0.2052647158034124,0.045859277841649185,-0.2716303410122055,-0.18138972890010366,-0.18138972890010366,-0.14826557177359492,-0.14655783943111295,-0.14780506661332338,-0.19708287352103418,-0.19450912543827784,-0.027228366050460466,-0.0070054321786059,0.19725394328865337,-0.2196692770113618,-0.02283261976613995,0.159518147435619,-0.05985334665289783,0.6663340971012118,-0.3368407402289855,1.0,0.03346395567715305,0.5648292722140463,0.07322902850179201,0.27639191364086246,-0.20597503093321495,-0.07703302659704742,-0.08865341765399049,-0.06080009032116801,-0.08666811313563522,-0.16333942887840247,-0.17990298795624649,-0.01148414469939383,0.01848292264853914,0.10754039974726985,0.014443751857746528,0.12232589044486891,-0.1344566533549959,0.27082992127490263,0.3722465647811327,0.001159088820953623,0.08769938387357243,-0.15433320952239607,-0.0052336880567034885,0.11776494031080639,0.2195145393964652,0.3126884810609088,0.2803279697870911,-0.20216975978156568,-0.0028841539290159735,-0.3967781081454155,-0.20216975978156568,0.20305896607769283,0.049088234185722696,0.19258660998974625,0.3537448440987829,-0.33282545897977167,-0.10230255591118356,0.1898979056336607,0.4261555492137053,-0.30423144853472345,-0.13020217047831262,-0.09962913963709932,-0.12745759000676896,-0.12466644587565852,0.001285545428309712,0.0015338994082924858,0.0052205938905971845,0.04491591168392138,0.021693455296131654,0.03795246157854386,0.23220044945617357,0.04256978602088433,-0.011927720782226462,0.14242427992111611,0.10842680827975913,-0.13020217047831273,-0.09962913963709932,-0.12745759000676893,-0.12466644587565852,0.001285545428309807,0.001533899408292464,0.005220593890597148,0.044915911683921526,0.021693455296131703,0.03795246157854384
정류장 수,0.29303110755182843,-0.004689087932123062,0.40214734831451604,0.3346121955910267,-0.054224485724984776,0.2885841592513517,0.2789593794761299,0.2789593794761299,-0.04762128130177265,-0.03674614486367982,-0.023179488137694094,-0.05067010231957314,-0.03322364805956221,-0.09158460626880913,0.06118307985238081,-0.1555022357052967,0.3152630418180557,0.19641150815707176,-0.03622136085028417,0.07338966660780125,0.4994191635811358,0.5003578696664243,0.03346395567715305,1.0,0.3178531765016282,0.31817553616951677,-0.008445131215481398,-0.00290886951606321,-0.08035288998504683,0.0958272077832092,-0.08088051570765663,0.09779344584965294,0.02440435256245317,-0.03022392358531637,0.019617123094745993,0.012968389742370379,0.03542873229721097,0.04117270304162667,0.04246332949536678,0.4603113882211876,0.2278618813116312,0.10084562612966479,0.027372592932752175,0.012090637077050718,0.044610829770291814,-0.03463101644237366,0.025153803972498837,-0.022465864469150807,0.2839099173965713,0.008144210942519272,0.3863837666768617,0.4397819184447431,-0.0487346698159796,0.3863837666768617,0.12923671468743383,0.15763047612014208,0.07172627673567959,0.13930006596751607,0.2961103411766688,0.17581257837057696,0.046330487072945306,0.2436681435486875,0.10259620010439843,0.06385607139145845,0.054074091810857434,0.04435912687700158,0.042196577609293684,0.07851661445924184,0.057996248167598886,0.0951785692543345,0.10154913485694038,0.09185563308743477,0.10172808888702796,-0.04875729725616152,-0.026195662941235424,-0.12087790584530746,-0.007174676815688276,0.019476524176878063,0.0638560713914586,0.05407409181085739,0.0443591268770015,0.042196577609293656,0.07851661445924195,0.05799624816759897,0.09517856925433427,0.10154913485694028,0.09185563308743488,0.10172808888702782
면적당 정류장 수,-0.12223976730776509,-0.1513886840098716,-0.036290034428067934,-0.003759541787040082,0.0372893212387027,-0.0975734678767349,-0.1062731040428616,-0.1062731040428616,-0.1956755880251427,-0.1925716889312731,-0.07025848742227539,-0.14754747312257002,-0.12766059031386418,-0.11565169568210737,0.04287472388063555,0.2221565229190825,-0.09916514466856009,-0.008714415661465955,-0.010670443282756603,-0.19914649659024883,0.2852040417798938,-0.40888401952951603,0.5648292722140463,0.3178531765016282,1.0,0.03675334440132618,0.21502620262901886,-0.17659724157107792,-0.2291301679755097,-0.12430539158959876,-0.19923017493693476,0.04803473236656154,-0.04440987998173639,-0.10260965755813732,-0.1579844140031544,-0.08997933391732005,0.020436144069102716,-0.08633588163231046,0.11771497257049411,-0.01843225618292485,0.16269080748293926,0.18891496153704182,-0.17428608762950454,-0.004717605007364498,-0.14465624989611078,-0.11725739574689442,-0.03917816037037208,0.018804570309728326,0.11533162134594621,0.07243996878268649,-0.0548025390682556,0.02593996375267702,-0.14263745445296377,-0.0548025390682556,0.10861821115482145,0.02694034220655258,0.11202506036128952,0.14887153690756888,-0.07244060180450738,-0.146714551468192,0.02407498675833652,0.13636297565034647,-0.04361272339451958,-0.16683791441867207,-0.13396544311140893,-0.199219943924291,-0.18784922779576257,-0.09648907260977706,-0.11393728281269472,-0.045144419763441766,-0.0422250347811537,-0.134406372934107,-0.10464190645648415,0.14387193410186133,0.07613825485900108,-0.11009579766957076,0.029022452478194266,0.1479109632555813,-0.16683791441867207,-0.1339654431114088,-0.19921994392429096,-0.18784922779576246,-0.09648907260977696,-0.11393728281269472,-0.04514441976344194,-0.042225034781153636,-0.1344063729341069,-0.1046419064564842
