,학교종류명,학교명,도로명주소,x,y,city,gu,dong
341,중학교,건국대학교사범대학부속중학교,서울특별시 광진구 자양로 145-1,127.0873403,37.5299976,서울특별시,광진구,자양2동
342,초등학교,세종초등학교,서울특별시 광진구 군자로 114,127.0717888,37.5441637,서울특별시,광진구,화양동
343,초등학교,성동초등학교,서울특별시 광진구 자양로4길 63,127.0883773,37.5323738,서울특별시,광진구,자양2동
344,초등학교,서울중마초등학교,서울특별시 광진구 동일로72길 43,127.07967687964504,37.5658243,서울특별시,광진구,중곡3동
345,초등학교,서울중광초등학교,서울특별시 광진구 긴고랑로13길 59,127.0819859,37.5631813,서울특별시,광진구,중곡1동
346,초등학교,서울장안초등학교,서울특별시 광진구 군자로 74,127.0749388,37.5539538,서울특별시,광진구,군자동
347,초등학교,서울자양초등학교,서울특별시 광진구 아차산로44길 26,127.0802355,37.5362057,서울특별시,광진구,자양1동
348,초등학교,서울용마초등학교,서울특별시 광진구 천호대로113길 10,127.08460129013778,37.558182,서울특별시,광진구,중곡2동
349,초등학교,서울용곡초등학교,서울특별시 광진구 용마산로22길 82,127.087498,37.5652341,서울특별시,광진구,중곡4동
350,초등학교,서울양진초등학교,서울특별시 광진구 워커힐로 32,127.0980181,37.5463039,서울특별시,광진구,광장동
351,초등학교,서울양남초등학교,서울특별시 광진구 뚝섬로64길 71,127.0888302,37.5330439,서울특별시,광진구,자양2동
352,초등학교,서울신자초등학교,서울특별시 광진구 뚝섬로46길 64,127.0765933,37.5313264,서울특별시,광진구,자양2동
353,초등학교,서울신양초등학교,서울특별시 광진구 능동로 42,127.0679261,37.5339134,서울특별시,광진구,자양3동
354,초등학교,서울성자초등학교,서울특별시 광진구 뚝섬로56길 7,127.0821658,37.5298042,서울특별시,광진구,자양2동
355,초등학교,서울동자초등학교,서울특별시 광진구 뚝섬로 561,127.07886,37.53225,서울특별시,광진구,자양1동
356,초등학교,서울동의초등학교,서울특별시 광진구 영화사로 111,127.0962488,37.5546912,서울특별시,광진구,구의2동
357,초등학교,서울구의초등학교,서울특별시 광진구 광나루로30길 49,127.0815049,37.5433624,서울특별시,광진구,구의1동
358,초등학교,서울구남초등학교,서울특별시 광진구 구의강변로 69,127.0938977,37.5386365,서울특별시,광진구,구의3동
359,초등학교,서울광진초등학교,서울특별시 광진구 자양로40길 41,127.0902816,37.547771,서울특별시,광진구,구의2동
360,초등학교,서울광장초등학교,서울특별시 광진구 광장로1길 27,127.1022341,37.5474391,서울특별시,광진구,광장동
361,초등학교,서울광남초등학교,서울특별시 광진구 아차산로70길 35,127.1024404,37.5415459,서울특별시,광진구,광장동
362,초등학교,경복초등학교,서울특별시 광진구 천호대로130길 58,127.0878389,37.5495265,서울특별시,광진구,구의2동
363,외국인학교,재한몽골학교,서울특별시 광진구 광장로1가길 13-10,127.100634,37.5482224,서울특별시,광진구,광장동
364,외국인학교,한국켄트외국인학교,서울특별시 광진구 자양로35길 13,127.0858628,37.5484575,서울특별시,광진구,구의2동
365,고등학교,동국대학교사범대학부속여자고등학교,서울특별시 광진구 광나루로36길 47,127.0864008,37.5435491,서울특별시,광진구,구의1동
366,특수학교,서울광진학교,서울특별시 광진구 강변역로 18,127.091314,37.5379234,서울특별시,광진구,구의3동
367,고등학교,선화예술고등학교,서울특별시 광진구 천호대로 664,127.088319,37.5535416,서울특별시,광진구,능동
368,고등학교,대원외국어고등학교,서울특별시 광진구 용마산로22길 26,127.0894276,37.5638447,서울특별시,광진구,중곡4동
369,고등학교,대원여자고등학교,서울특별시 광진구 용마산로22길 26,127.0894276,37.5638447,서울특별시,광진구,중곡4동
370,고등학교,대원고등학교,서울특별시 광진구 용마산로22길 26,127.0894276,37.5638447,서울특별시,광진구,중곡4동
371,고등학교,건국대학교사범대학부속고등학교,서울특별시 광진구 능동로 120,127.07711486219412,37.54184695,서울특별시,광진구,화양동
372,고등학교,자양고등학교,서울특별시 광진구 뚝섬로37길 28,127.0720196,37.5351178,서울특별시,광진구,자양3동
373,고등학교,광양고등학교,서울특별시 광진구 자양로3가길 31,127.0844977,37.5293201,서울특별시,광진구,자양2동
374,고등학교,광남고등학교,서울특별시 광진구 아차산로70길 17-16,127.1024404,37.5415459,서울특별시,광진구,광장동
375,각종학교(고),지구촌학교 고등학교,서울특별시 구로구 오리로 1189,126.83500874880295,37.4889405,서울특별시,구로구,오류2동
376,각종학교(중),지구촌학교 중학교,서울특별시 구로구 오리로 1189,126.83500874880295,37.4889405,서울특별시,구로구,오류2동
377,초등학교,서울항동초등학교,서울특별시 구로구 연동로 178,126.8236499,37.486476,서울특별시,구로구,항동
378,초등학교,서울하늘숲초등학교,서울특별시 구로구 오리로 1106,126.84167044560307,37.48423025,서울특별시,구로구,오류2동
379,중학교,항동중학교,서울특별시 구로구 연동로 239-2,126.82045784209913,37.482805150000004,서울특별시,구로구,항동
380,초등학교,서울천이초등학교,서울특별시 구로구 오류로 30,126.8405474,37.4932693,서울특별시,구로구,오류2동
381,중학교,천왕중학교,서울특별시 구로구 천왕로 63,126.8382419,37.483542,서울특별시,구로구,오류2동
382,각종학교(초),지구촌학교,서울특별시 구로구 오리로 1189,126.83500874880295,37.4889405,서울특별시,구로구,오류2동
383,초등학교,서울천왕초등학교,서울특별시 구로구 천왕로1길 11,126.8373532,37.4819141,서울특별시,구로구,오류2동
384,중학교,우신중학교,서울특별시 구로구 부일로 917,126.8212334,37.4914687,서울특별시,구로구,수궁동
385,중학교,오류중학교,서울특별시 구로구 고척로27바길 19,126.8474957,37.5073961,서울특별시,구로구,고척2동
386,중학교,오남중학교,서울특별시 구로구 오리로9길 25,126.8359393406351,37.48676195,서울특별시,구로구,오류2동
