,구,동,all_kin,pub_kin,ratio_kin,all_chi,pub_chi,ratio_chi
406,송파구,장지동,23,12,52.17391304347826,4.0,0.0,0.0
407,송파구,위례동,33,18,54.54545454545454,5.0,5.0,100.0
408,강동구,강일동,29,11,37.93103448275862,3.0,2.0,66.66666666666666
409,강동구,명일1동,13,4,30.76923076923077,1.0,1.0,100.0
410,강동구,명일2동,8,1,12.5,4.0,0.0,0.0
411,강동구,고덕1동,9,2,22.22222222222222,1.0,0.0,0.0
412,강동구,고덕2동,12,6,50.0,2.0,1.0,50.0
413,강동구,암사2동,14,3,21.428571428571427,1.0,0.0,0.0
414,강동구,암사3동,9,4,44.44444444444444,1.0,0.0,0.0
415,강동구,천호1동,16,6,37.5,1.0,1.0,100.0
416,강동구,천호3동,8,3,37.5,2.0,0.0,0.0
417,강동구,성내1동,13,5,38.46153846153847,1.0,0.0,0.0
418,강동구,성내2동,9,2,22.22222222222222,0.0,0.0,0.0
419,강동구,성내3동,11,4,36.36363636363637,1.0,0.0,0.0
420,강동구,둔촌1동,0,0,0.0,0.0,0.0,0.0
421,강동구,둔촌2동,15,5,33.33333333333333,2.0,1.0,50.0
422,강동구,암사1동,17,4,23.52941176470588,1.0,1.0,100.0
423,강동구,천호2동,10,5,50.0,2.0,0.0,0.0
424,강동구,길동,17,6,35.294117647058826,3.0,2.0,66.66666666666666
425,강동구,상일1동,13,8,61.53846153846154,5.0,2.0,40.0
426,강동구,상일2동,15,7,46.66666666666666,1.0,0.0,0.0
