동별(1),동별,~14세,~14세 비율
영등포구,양평2동,2225.0,0.09942356673667277
영등포구,신길1동,1072.0,0.055973266499582286
영등포구,신길3동,1639.0,0.1002385175218641
영등포구,신길4동,1280.0,0.10403120936280884
영등포구,신길5동,1134.0,0.11085043988269795
영등포구,신길6동,1637.0,0.08673307195083184
영등포구,신길7동,3057.0,0.15503600770869255
영등포구,대림1동,1240.0,0.08758299194801526
영등포구,대림2동,572.0,0.04824968367777309
영등포구,대림3동,1533.0,0.07007039034646677
영등포구,영등포본동,1870.0,0.08901370906321401
영등포구,영등포동,1659.0,0.05580597416576964
영등포구,도림동,1251.0,0.07079395619942279
영등포구,문래동,4776.0,0.1477220005567412
동작구,소계,33683.0,0.08850066737432868
동작구,노량진2동,338.0,0.032129277566539924
동작구,상도1동,3714.0,0.0840157444690766
동작구,상도2동,3540.0,0.1278209063007763
동작구,상도3동,1511.0,0.06271270855814726
동작구,상도4동,2094.0,0.07418429163566798
동작구,사당1동,984.0,0.04361508798368867
동작구,사당3동,2952.0,0.12299487521353276
동작구,사당4동,920.0,0.0656392694063927
동작구,사당5동,1372.0,0.09571647830333473
동작구,대방동,2992.0,0.08145264476084176
동작구,신대방1동,2193.0,0.0938623523369286
동작구,신대방2동,2387.0,0.1074354127284184
동작구,흑석동,3318.0,0.11635164989304625
동작구,노량진1동,2535.0,0.08004420587306599
동작구,사당2동,2833.0,0.09961322081575247
관악구,소계,28562.0,0.058678752218789036
관악구,보라매동,1588.0,0.0655629412493291
관악구,청림동,1670.0,0.11207301523387692
관악구,행운동,1429.0,0.049052588219140464
관악구,낙성대동,868.0,0.05007499711549556
관악구,중앙동,566.0,0.0369524058235947
관악구,인헌동,1409.0,0.05477162293488824
관악구,남현동,1218.0,0.06780982073265783
관악구,서원동,853.0,0.03743526726937593
관악구,신원동,707.0,0.039614501036588784
관악구,서림동,1060.0,0.045229561358593615
관악구,신사동,1024.0,0.04521769848979952
관악구,신림동,451.0,0.019539881287639185
관악구,난향동,1600.0,0.10719549778909286
관악구,조원동,1035.0,0.05407241000992634
관악구,대학동,917.0,0.03818446804080783
관악구,은천동,2756.0,0.08425557933353714
관악구,성현동,2678.0,0.09350558659217877
관악구,청룡동,1728.0,0.0479002079002079
관악구,난곡동,1625.0,0.061928353658536585
관악구,삼성동,1092.0,0.05326569435637286
관악구,미성동,2288.0,0.07597290476822952
서초구,소계,47218.0,0.11678229147344339
서초구,서초1동,1979.0,0.09687209359244212
서초구,서초2동,3529.0,0.1333056321535149
서초구,서초3동,2553.0,0.07966921516617256
서초구,서초4동,4398.0,0.14529236868186324
서초구,잠원동,2862.0,0.10921996641734086
서초구,반포본동,25.0,0.09090909090909091
서초구,반포1동,5108.0,0.14989582416292513
서초구,반포2동,2622.0,0.16762562332182585
서초구,반포3동,2919.0,0.12849973586899102
서초구,반포4동,2418.0,0.12868547099521022
서초구,방배본동,2156.0,0.10458911419423693
서초구,방배1동,1611.0,0.09631711108453904
서초구,방배2동,1611.0,0.08734547820429409
서초구,방배3동,1895.0,0.11004006735961908
서초구,방배4동,2282.0,0.09872377244213713
서초구,양재1동,4817.0,0.11377485946431103
서초구,양재2동,1779.0,0.0825636979625934
서초구,내곡동,2654.0,0.1525375021552963
강남구,소계,53154.0,0.1004607807190296
강남구,신사동,1390.0,0.08897708360005122
강남구,논현1동,893.0,0.0417387240009348
강남구,개포3동,1841.0,0.10630557801131771
강남구,논현2동,1527.0,0.07448053848405034
강남구,삼성1동,1191.0,0.09540975726988704
강남구,삼성2동,3483.0,0.113047711781889
강남구,대치1동,2788.0,0.11709365812683746
강남구,대치4동,1029.0,0.053577007185254606
강남구,역삼1동,1298.0,0.03763955342902711
강남구,역삼2동,4090.0,0.1107500676956404
강남구,도곡1동,2557.0,0.1210356906181956
강남구,도곡2동,4194.0,0.1280493389918481
강남구,개포1동,723.0,0.10476742501086798
강남구,개포4동,2503.0,0.10663769597818677
강남구,일원본동,3089.0,0.13437445623803723
강남구,일원1동,1023.0,0.06888888888888889
강남구,수서동,796.0,0.05548584971420605
강남구,세곡동,5435.0,0.12578689131642287
강남구,압구정동,3026.0,0.11751912695638665
강남구,청담동,2970.0,0.11760047515343497
강남구,대치2동,3458.0,0.09359605911330049
강남구,개포2동,3850.0,0.1330016927488168
송파구,소계,73268.0,0.11121416026994495
송파구,풍납1동,867.0,0.0699983852736961
송파구,풍납2동,2660.0,0.10973144672249495
송파구,거여1동,754.0,0.061899679829242264
송파구,거여2동,2928.0,0.12378979410645584
송파구,마천1동,1206.0,0.0652632718220683
송파구,마천2동,1016.0,0.05646012781328147
송파구,방이1동,1531.0,0.0996679903652106
송파구,방이2동,1516.0,0.058771079666602055
송파구,오륜동,1886.0,0.10605038236617184
송파구,오금동,3936.0,0.10412698412698412
송파구,송파1동,1584.0,0.06685518929641666
송파구,송파2동,2217.0,0.11788790811443156
송파구,석촌동,2021.0,0.06508018290719392
송파구,삼전동,1897.0,0.06424845898530109
송파구,가락본동,2205.0,0.086079013116802
송파구,가락1동,4677.0,0.17077445503341002
송파구,가락2동,3556.0,0.11288530522840545
송파구,문정1동,1816.0,0.09198196829255939
송파구,문정2동,2336.0,0.08155000872752662
송파구,잠실본동,1624.0,0.05832914302133468
송파구,잠실4동,3992.0,0.18868459611476107
송파구,잠실6동,2123.0,0.1282392026578073
송파구,잠실7동,847.0,0.0900297619047619
송파구,잠실2동,5897.0,0.1696587835893895
송파구,잠실3동,4539.0,0.13346467111646917
송파구,장지동,3223.0,0.11133372482641887
송파구,위례동,10414.0,0.2341434898936529
강동구,소계,51233.0,0.1113598671497847
강동구,강일동,4453.0,0.13548956368283332
강동구,명일1동,3268.0,0.1278660302058064
강동구,명일2동,1686.0,0.09762594093804285
강동구,고덕1동,4029.0,0.16920040315807156
강동구,고덕2동,3980.0,0.17613736944591962
강동구,암사2동,1828.0,0.12182605798067311
강동구,암사3동,2688.0,0.154190328686973
강동구,천호1동,1905.0,0.07206355210894647
강동구,천호3동,1779.0,0.06787485692483784
강동구,성내1동,2173.0,0.10996407064419816
강동구,성내2동,1380.0,0.06005221932114883
강동구,성내3동,1670.0,0.07335822534592576
강동구,둔촌1동,,
강동구,둔촌2동,2393.0,0.0990029374043275
강동구,암사1동,2900.0,0.08532172173350201
강동구,천호2동,2339.0,0.07044756339979519
강동구,길동,3349.0,0.07436933736009949
강동구,상일1동,7884.0,0.2019674146941285
강동구,상일2동,1525.0,0.12834539639791281
