구,동,14세 이하 아동 수,~14세 비율,전체 어린이집 수,국공립 어린이집 수,국공립 어린이집 비율,전체 유치원 수,국공립 유치원 수,국공립 유치원 비율,어린이집 아동 수(구),어린이집 교사 수(구),어린이집 교사 1인당 아동 수(구),유치원 학생 수(구),교원 수(구),유치원 교원 1인당 학생 수(구),아동센터 수,면적당 아동센터 수,학교 수,학원 수,개소(구),녹지 면적 (㎡)(구),근린시설 수,동 면적(km2),근린시설 밀집도,정류장 수,면적당 정류장 수,지하철역 수,면적당 지하철역 수,총 아파트 수,5년 미만,5년 이상 10년 미만,10년 이상 15년 미만,15년 이상 20년 미만,20년 이상 30년 미만,30년 이상 40년 미만,40년 이상 50년 미만,50년 이상,20년 미만 아파트 비율,10년 미만 아파트 비율,30년 이상 아파트 비율,합계,외국인,외국인 비율,5대 범죄 발생 수,경찰서 및 지구대(구),경찰서 1개당 면적(구),cctv 수(구),공공도서관 수(구),공원 수(구),수 ,병원수,주간인구지수(%),주택수,일반가구수(가구),주택보급률,주택종류별 총합,단독주택합,일반단독주택,다가구주택,영업겸용주택,아파트,연립주택,다세대 주택,비거주용건물내주택,아파트/총합,16_예산액_x,16_집행액_x,17_예산액_x,17_집행액_x,18_예산액_x,18_집행액_x,19_예산액_x,19_집행액_x,20_예산액_x,20_집행액_x,16_effect,17_effect,18_effect,19_effect,20_effect,16_예산액_y,16_집행액_y,17_예산액_y,17_집행액_y,18_예산액_y,18_집행액_y,19_예산액_y,19_집행액_y,20_예산액_y,20_집행액_y
중랑구,망우3동,979.0,0.0614255239051323,6.0,1.0,16.666666666666664,1.0,1.0,1.0,7387.0,1645.0,4.5,2708.0,275.0,9.847272727272728,1.0,1.0869565217391304,4.0,19.0,296.0,540034.0,15.0,0.92,16.304347826086957,30.0,32.608695652173914,0.0,0.0,53258.0,4729.0,5621.0,2888.0,7828.0,26951.0,4940.0,301.0,0.0,0.396,0.194,0.902,16303.0,365.0,0.02,3599.0,18.0,1.02777777777778,"4,193",5.0,6.0,12.0,11.0,82,3604.0,7359.0,49.0,3604.0,1348,112,1023,213,61.0,111,2018,66,0.02,840000,815500,840000,649500,840000,614000,790000,608200,608800,567100,0.9708333333333332,0.7732142857142857,0.7309523809523809,0.769873417721519,0.9315045992115636,0.6216216216216216,0.7607260726072608,0.6540623403168114,0.6810284920083391,0.6455026455026455,0.5901960784313726,0.5072463768115942,0.4542686365174241,0.211204050187101,0.2895109059778158
중랑구,신내1동,4095.0,0.1076102380827245,32.0,11.0,34.375,2.0,1.0,1.0,7387.0,1645.0,4.5,2708.0,275.0,9.847272727272728,1.0,0.390625,3.0,95.0,296.0,540034.0,14.0,2.56,5.46875,232.0,90.625,1.0,0.390625,53258.0,4729.0,5621.0,2888.0,7828.0,26951.0,4940.0,301.0,0.0,0.396,0.194,0.902,38205.0,151.0,0.0,3599.0,18.0,1.02777777777778,"4,193",5.0,6.0,12.0,39.0,82,12959.0,13646.0,95.0,12959.0,436,73,262,101,11411.0,297,747,68,0.88,840000,815500,840000,649500,840000,614000,790000,608200,608800,567100,0.9708333333333332,0.7732142857142857,0.7309523809523809,0.769873417721519,0.9315045992115636,0.6216216216216216,0.7607260726072608,0.6540623403168114,0.6810284920083391,0.6455026455026455,0.5901960784313726,0.5072463768115942,0.4542686365174241,0.211204050187101,0.2895109059778158
중랑구,신내2동,1738.0,0.0866098569791199,17.0,4.0,23.52941176470588,5.0,2.0,2.0,7387.0,1645.0,4.5,2708.0,275.0,9.847272727272728,1.0,1.075268817204301,2.0,74.0,296.0,540034.0,6.0,0.93,6.451612903225806,114.0,122.58064516129032,0.0,0.0,53258.0,4729.0,5621.0,2888.0,7828.0,26951.0,4940.0,301.0,0.0,0.396,0.194,0.902,20155.0,88.0,0.0,3599.0,18.0,1.02777777777778,"4,193",5.0,6.0,12.0,25.0,82,8440.0,8454.0,99.8,8440.0,9,7,0,0,8425.0,0,0,6,1.0,840000,815500,840000,649500,840000,614000,790000,608200,608800,567100,0.9708333333333332,0.7732142857142857,0.7309523809523809,0.769873417721519,0.9315045992115636,0.6216216216216216,0.7607260726072608,0.6540623403168114,0.6810284920083391,0.6455026455026455,0.5901960784313726,0.5072463768115942,0.4542686365174241,0.211204050187101,0.2895109059778158
중랑구,면목본동,2002.0,0.0604030895486362,11.0,2.0,18.181818181818183,3.0,2.0,2.0,7387.0,1645.0,4.5,2708.0,275.0,9.847272727272728,4.0,4.761904761904762,2.0,38.0,296.0,540034.0,34.0,0.84,40.47619047619048,86.0,102.38095238095238,1.0,1.1904761904761905,53258.0,4729.0,5621.0,2888.0,7828.0,26951.0,4940.0,301.0,0.0,0.396,0.194,0.902,33856.0,712.0,0.02,3599.0,18.0,1.02777777777778,"4,193",5.0,6.0,12.0,51.0,82,8582.0,15626.0,54.9,8582.0,2427,263,1794,370,962.0,220,4856,117,0.11,840000,815500,840000,649500,840000,614000,790000,608200,608800,567100,0.9708333333333332,0.7732142857142857,0.7309523809523809,0.769873417721519,0.9315045992115636,0.6216216216216216,0.7607260726072608,0.6540623403168114,0.6810284920083391,0.6455026455026455,0.5901960784313726,0.5072463768115942,0.4542686365174241,0.211204050187101,0.2895109059778158
중랑구,면목3.8동,1370.0,0.0566396560277823,12.0,6.0,50.0,1.0,0.0,0.0,7387.0,1645.0,4.5,2708.0,275.0,9.847272727272728,3.0,1.8404907975460123,4.0,33.0,296.0,540034.0,42.0,1.63,25.76687116564417,87.0,53.37423312883436,0.0,0.0,53258.0,4729.0,5621.0,2888.0,7828.0,26951.0,4940.0,301.0,0.0,0.396,0.194,0.902,24617.0,429.0,0.02,3599.0,18.0,1.02777777777778,"4,193",5.0,6.0,12.0,36.0,82,6375.0,11263.0,56.6,6375.0,1822,170,1295,357,1942.0,429,2055,127,0.3,840000,815500,840000,649500,840000,614000,790000,608200,608800,567100,0.9708333333333332,0.7732142857142857,0.7309523809523809,0.769873417721519,0.9315045992115636,0.6216216216216216,0.7607260726072608,0.6540623403168114,0.6810284920083391,0.6455026455026455,0.5901960784313726,0.5072463768115942,0.4542686365174241,0.211204050187101,0.2895109059778158
중랑구,망우본동,3652.0,0.1028413730956605,19.0,11.0,57.89473684210527,3.0,2.0,2.0,7387.0,1645.0,4.5,2708.0,275.0,9.847272727272728,2.0,0.6600660066006601,11.0,49.0,296.0,540034.0,65.0,3.03,21.45214521452145,223.0,73.5973597359736,0.0,0.0,53258.0,4729.0,5621.0,2888.0,7828.0,26951.0,4940.0,301.0,0.0,0.396,0.194,0.902,35905.0,394.0,0.01,3599.0,18.0,1.02777777777778,"4,193",5.0,6.0,12.0,67.0,82,7453.0,12860.0,58.0,7453.0,1822,175,1297,350,3446.0,401,1624,160,0.46,840000,815500,840000,649500,840000,614000,790000,608200,608800,567100,0.9708333333333332,0.7732142857142857,0.7309523809523809,0.769873417721519,0.9315045992115636,0.6216216216216216,0.7607260726072608,0.6540623403168114,0.6810284920083391,0.6455026455026455,0.5901960784313726,0.5072463768115942,0.4542686365174241,0.211204050187101,0.2895109059778158
성북구,돈암1동,1092.0,0.0759969378523209,7.0,0.0,0.0,2.0,0.0,0.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,2.0408163265306123,7.0,35.0,359.0,408471.0,4.0,0.49,8.16326530612245,62.0,126.53061224489797,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,14474.0,105.0,0.01,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,14.0,94,5778.0,5808.0,99.5,5778.0,164,96,50,18,5341.0,80,184,9,0.92,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,돈암2동,2867.0,0.1216996349435435,13.0,7.0,53.84615384615385,5.0,0.0,0.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,0.0,0.0,2.0,64.0,359.0,408471.0,2.0,0.48,4.166666666666667,41.0,85.41666666666667,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,23657.0,99.0,0.0,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,8.0,94,8240.0,8111.0,101.6,8240.0,47,32,13,0,7791.0,20,379,0,0.95,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,안암동,616.0,0.0410748816429952,8.0,4.0,50.0,1.0,0.0,0.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,0.7518796992481203,3.0,8.0,359.0,408471.0,27.0,1.33,20.30075187969925,58.0,43.609022556390975,3.0,2.255639097744361,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,17118.0,2121.0,0.12,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,14.0,94,4022.0,9264.0,43.4,4022.0,1179,301,665,213,1209.0,214,1282,138,0.3,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,보문동,1548.0,0.0948413184658742,7.0,3.0,42.85714285714285,4.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,0.0,0.0,1.0,22.0,359.0,408471.0,23.0,0.56,41.07142857142857,44.0,78.57142857142857,1.0,1.7857142857142856,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,16712.0,390.0,0.02,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,21.0,94,4580.0,7147.0,64.1,4580.0,988,309,502,177,2491.0,42,965,94,0.54,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,정릉1동,2020.0,0.1123658007453969,12.0,6.0,50.0,2.0,0.0,0.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,2.272727272727273,0.0,58.0,359.0,408471.0,12.0,0.44,27.272727272727277,58.0,131.8181818181818,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,18197.0,220.0,0.01,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,29.0,94,5856.0,7051.0,83.1,5856.0,577,188,280,109,4535.0,72,628,44,0.77,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,정릉2동,2009.0,0.0885529157667386,10.0,2.0,20.0,0.0,0.0,0.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,0.0,0.0,2.0,43.0,359.0,408471.0,14.0,1.17,11.965811965811966,91.0,77.77777777777779,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,22911.0,224.0,0.01,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,18.0,94,8211.0,8957.0,91.7,8211.0,923,548,290,85,3105.0,739,3401,43,0.38,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,정릉3동,733.0,0.0485655601934671,6.0,3.0,50.0,1.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,3.0,0.8086253369272237,4.0,6.0,359.0,408471.0,3.0,3.71,0.8086253369272237,71.0,19.137466307277627,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,16567.0,1474.0,0.09,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,4.0,94,5359.0,7188.0,74.6,5359.0,1537,1103,299,135,756.0,1148,1860,58,0.14,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,정릉4동,2069.0,0.0846874872088739,15.0,7.0,46.66666666666666,2.0,0.0,0.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,2.0,0.6389776357827476,2.0,39.0,359.0,408471.0,13.0,3.13,4.15335463258786,111.0,35.46325878594249,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,24911.0,480.0,0.02,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,20.0,94,8993.0,9865.0,91.2,8993.0,590,296,200,94,5173.0,876,2303,51,0.58,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,길음1동,5316.0,0.1525613430908308,21.0,5.0,23.809523809523807,6.0,3.0,3.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,1.2658227848101264,5.0,97.0,359.0,408471.0,22.0,0.79,27.848101265822784,102.0,129.1139240506329,1.0,1.2658227848101264,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,35000.0,155.0,0.0,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,48.0,94,11859.0,11850.0,100.1,11859.0,97,35,47,15,11470.0,37,234,21,0.97,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,길음2동,3274.0,0.1517004911500324,11.0,7.0,63.63636363636363,1.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,1.7241379310344829,2.0,68.0,359.0,408471.0,37.0,0.58,63.793103448275865,86.0,148.27586206896552,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,21728.0,146.0,0.01,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,18.0,94,5855.0,6401.0,91.5,5855.0,519,263,174,82,5152.0,32,113,39,0.88,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,월곡1동,2743.0,0.1057032755298651,14.0,5.0,35.714285714285715,1.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,2.0,2.469135802469136,2.0,78.0,359.0,408471.0,19.0,0.81,23.456790123456788,76.0,93.82716049382717,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,26169.0,219.0,0.01,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,36.0,94,8267.0,9989.0,82.8,8267.0,1021,310,543,168,6228.0,93,882,43,0.75,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,월곡2동,1405.0,0.0733911408274132,11.0,5.0,45.45454545454545,2.0,0.0,0.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,0.0,0.0,0.0,37.0,359.0,408471.0,28.0,1.36,20.588235294117645,75.0,55.147058823529406,2.0,1.4705882352941175,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,19739.0,595.0,0.03,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,30.0,94,5672.0,8962.0,63.3,5672.0,1213,355,669,189,3384.0,172,815,88,0.6,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,장위1동,2529.0,0.1058646238854703,8.0,3.0,37.5,3.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,1.4285714285714286,2.0,33.0,359.0,408471.0,18.0,0.7,25.714285714285715,81.0,115.71428571428572,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,24082.0,193.0,0.01,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,20.0,94,6134.0,8056.0,76.1,6134.0,1482,511,824,147,90.0,462,4010,90,0.01,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,장위2동,812.0,0.0606467996116214,7.0,1.0,14.285714285714285,1.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,3.0,4.477611940298507,3.0,7.0,359.0,408471.0,35.0,0.67,52.23880597014925,54.0,80.59701492537313,1.0,1.4925373134328357,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,13622.0,233.0,0.02,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,17.0,94,4120.0,5870.0,70.2,4120.0,1751,501,1049,201,347.0,196,1731,95,0.08,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,장위3동,2520.0,0.1602238046795523,10.0,4.0,40.0,1.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,0.0,0.0,1.0,30.0,359.0,408471.0,15.0,0.65,23.07692307692308,84.0,129.23076923076923,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,15868.0,140.0,0.01,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,7.0,94,6078.0,6759.0,89.9,6078.0,909,466,384,59,4619.0,199,327,24,0.76,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,성북동,1061.0,0.0652040314650934,4.0,2.0,50.0,3.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,2.0,0.6993006993006994,7.0,43.0,359.0,408471.0,37.0,2.86,12.937062937062938,79.0,27.622377622377623,1.0,0.3496503496503497,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,16889.0,617.0,0.04,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,30.0,94,5605.0,7285.0,76.9,5605.0,2391,1765,448,178,630.0,769,1729,86,0.11,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,삼선동,1460.0,0.0650160313501959,7.0,4.0,57.14285714285714,1.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,1.0869565217391304,5.0,73.0,359.0,408471.0,35.0,0.92,38.04347826086956,135.0,146.7391304347826,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,23044.0,588.0,0.03,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,52.0,94,6987.0,10777.0,64.8,6987.0,2002,846,857,299,2897.0,284,1676,128,0.41,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,동선동,731.0,0.0484908789386401,4.0,2.0,50.0,3.0,2.0,2.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,1.0,1.36986301369863,2.0,88.0,359.0,408471.0,34.0,0.73,46.57534246575342,76.0,104.10958904109587,1.0,1.36986301369863,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,15870.0,795.0,0.05,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,60.0,94,4298.0,8633.0,49.8,4298.0,1129,375,519,235,1086.0,400,1548,135,0.25,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,종암동,3623.0,0.0949125013098606,22.0,10.0,45.45454545454545,4.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,2.0,1.36986301369863,3.0,87.0,359.0,408471.0,39.0,1.46,26.71232876712329,131.0,89.72602739726028,0.0,0.0,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,40111.0,1939.0,0.05,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,44.0,94,12235.0,16268.0,75.2,12235.0,1419,466,751,202,8072.0,328,2296,120,0.66,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
성북구,석관동,2703.0,0.0784364934273526,13.0,7.0,53.84615384615385,3.0,1.0,1.0,6885.0,1570.0,4.4,4099.0,405.0,10.120987654320988,2.0,1.1560693641618498,6.0,43.0,359.0,408471.0,45.0,1.73,26.01156069364162,117.0,67.6300578034682,1.0,0.5780346820809249,79605.0,10010.0,3216.0,14759.0,28484.0,20123.0,1759.0,1088.0,166.0,0.709,0.166,0.962,35315.0,854.0,0.02,2749.0,26.0,0.945384615384615,"4,957",13.0,3.0,27.0,35.0,94,10472.0,15419.0,67.9,10472.0,2582,856,1333,393,4830.0,99,2850,111,0.46,573950,473100,547450,398400,549500,454900,477000,441000,430000,411400,0.8242878299503441,0.7277376929399946,0.8278434940855323,0.9245283018867924,0.9567441860465116,0.3819369369369369,0.384048404840484,0.3550843127235564,0.3320361362056984,0.3380952380952381,0.3673669467787115,0.223731884057971,0.2657042968309462,0.1128109178956636,0.1736023226382788
강북구,번1동,879.0,0.0485179665507534,9.0,4.0,44.44444444444444,1.0,1.0,1.0,4877.0,989.0,4.9,1193.0,124.0,9.620967741935484,1.0,1.5151515151515151,2.0,23.0,210.0,138655.0,43.0,0.66,65.15151515151514,100.0,151.5151515151515,0.0,0.0,34130.0,1698.0,504.0,4823.0,12439.0,6481.0,8114.0,71.0,0.0,0.57,0.065,0.76,18578.0,461.0,0.02,2832.0,15.0,1.57333333333333,"3,321",7.0,4.0,14.0,46.0,83,4529.0,9248.0,49.0,4529.0,1672,261,1183,228,880.0,86,1803,88,0.19,396500,331200,388400,272400,313400,211500,286400,205400,225000,178200,0.8353089533417403,0.7013388259526262,0.6748564135290364,0.7171787709497207,0.792,0.222072072072072,0.2279427942794279,0.1925396014307613,0.1569145239749826,0.0882539682539682,0.0264705882352941,0.0510869565217391,0.0,0.0,0.0
강북구,번2동,820.0,0.0535667624771361,5.0,2.0,40.0,1.0,0.0,0.0,4877.0,989.0,4.9,1193.0,124.0,9.620967741935484,3.0,3.1578947368421053,3.0,2.0,210.0,138655.0,9.0,0.95,9.473684210526317,90.0,94.73684210526316,0.0,0.0,34130.0,1698.0,504.0,4823.0,12439.0,6481.0,8114.0,71.0,0.0,0.57,0.065,0.76,15397.0,89.0,0.01,2832.0,15.0,1.57333333333333,"3,321",7.0,4.0,14.0,11.0,83,6723.0,6986.0,96.2,6723.0,290,86,156,48,2625.0,224,3558,26,0.39,396500,331200,388400,272400,313400,211500,286400,205400,225000,178200,0.8353089533417403,0.7013388259526262,0.6748564135290364,0.7171787709497207,0.792,0.222072072072072,0.2279427942794279,0.1925396014307613,0.1569145239749826,0.0882539682539682,0.0264705882352941,0.0510869565217391,0.0,0.0,0.0
