행정구역,kids,policy,live,life,wealth,city,edu,safe,foreign,cluster
동대문구_이문1동,0.20040845377390712,0.3025378030845809,0.3308331738299805,0.19999999999999996,0.202231407840761,0.2628266655491837,0.5029993579091177,0.6393255373841892,0.4142770172689404,1
강북구_번2동,0.19927926438197477,0.061408801236849,0.5602073274536425,0.19999999999999996,0.0499012540569895,0.1726141610508958,0.3671811210418834,0.462837256137711,0.0132024795421581,1
중구_필동,0.1991123715576444,0.068026697839285,0.334895995083231,0.29999999999999993,0.2443338777371657,0.2581478669275469,0.1109920584395353,0.6653562048831815,0.4682490899145435,1
중랑구_면목본동,0.19727272203753962,0.4967758965270183,0.1598867968801402,0.39999999999999997,0.0973956170688702,0.3909620006255642,0.4415141428518026,0.7494715013882819,0.0542007447413552,1
중랑구_면목3.8동,0.19681383045464357,0.4967758965270183,0.2832438418453487,0.39999999999999997,0.0973956170688702,0.1548192734151295,0.4699226030654812,0.7494715013882819,0.0445136257431954,1
광진구_군자동,0.19660974429479416,0.1444247520645575,0.1352114423888659,0.0,0.1792857963205362,0.4869325585095374,0.4233424182779714,0.5783991760723493,0.2598354340286039,1
강동구_성내2동,0.19359171851736698,0.3656057920736076,0.2593035827471944,0.4999999999999999,0.2067509907990059,0.5454263148413285,0.4633413132534619,0.4805228060463837,0.0602796900353481,1
동대문구_제기동,0.19167233826349453,0.3025378030845809,0.3995779240827443,0.19999999999999996,0.1580397311359165,0.5756093341703774,0.5864185734350291,0.6393255373841892,0.2288039508119466,1
동대문구_청량리동,0.19155255371410926,0.3025378030845809,0.5411818679385889,0.19999999999999996,0.1868242553451576,0.3093422489284649,0.4548491799000826,0.6393255373841892,0.0658094635556154,1
관악구_인헌동,0.1893582156790283,0.0580715713262189,0.1902501248935824,0.0,0.1273148696509444,0.1595750957562587,0.4139155834841988,0.8103305682746573,0.0382168494420013,1
은평구_응암3동,0.18855427238102615,0.2584467740110864,0.2123062536383907,0.4999999999999999,0.1267897173509789,0.5371883249413197,0.3779582913907225,0.72395393003091,0.0366956757501226,1
중구_다산동,0.18823192930116756,0.068026697839285,0.2532604514212007,0.29999999999999993,0.3077895459261748,0.396382739660728,0.1781108707041933,0.6653562048831815,0.0901409844059988,1
도봉구_도봉1동,0.1877818768248406,0.1217994645348618,0.3092743978684787,0.39999999999999997,0.0691737019857387,0.0113789587288894,0.3763979097651705,0.18235714832188857,0.0174782164281322,1
송파구_방이2동,0.17906568034259993,0.4838040650099928,0.2259627409182231,0.4999999999999999,0.3275847244604528,0.3588758865046331,0.4330568091476405,0.4624504281222081,0.0546872309618022,1
광진구_구의1동,0.17861757864391173,0.1444247520645575,0.0797141322096979,0.0,0.1842090951049865,0.2417940537161119,0.3767145433553528,0.5783991760723493,0.0716671603119024,1
은평구_불광2동,0.17852798528786087,0.2584467740110864,0.2454835455202749,0.4999999999999999,0.1292532838771868,0.1538049153268426,0.4618029415972114,0.72395393003091,0.0217084922543819,1
성북구_정릉3동,0.1781773464515499,0.2439571627889437,0.2895715925033115,0.09999999999999998,0.157485398199195,0.0147490312190464,0.4766730685976221,0.8860855673226855,0.2368574461374735,1
중랑구_중화2동,0.17755351420602522,0.4967758965270183,0.165619924918405,0.39999999999999997,0.0882997118887623,0.2015916869762024,0.3660386481930424,0.7494715013882819,0.0444721078017798,1
강북구_송천동,0.17655370561643244,0.061408801236849,0.2262545140992757,0.19999999999999996,0.0871664947889594,0.3297557567095827,0.4503484986052172,0.462837256137711,0.040473779115072,1
금천구_독산3동,0.17488965254389943,0.1665786794373845,0.2716054341420992,0.19999999999999996,0.1106999477156387,0.3478605795953237,0.375552806592576,0.5640138056366337,0.3139887941395308,1
마포구_연남동,0.17251278592780778,0.4114974169463403,0.2783723185501631,0.29999999999999993,0.2789605428934086,0.2559282777881557,0.2130469434961459,0.3859732549480485,0.1680691423351753,1
강북구_미아동,0.17230398681657666,0.061408801236849,0.235062507264593,0.19999999999999996,0.0871664947889594,0.4145894400612154,0.4074887633172936,0.462837256137711,0.0657254837654831,1
광진구_자양4동,0.16848504957474592,0.1444247520645575,0.2763545380385123,0.0,0.2429932407311009,0.227899248138306,0.4138753295379405,0.5783991760723493,0.4192626711106094,1
구로구_구로2동,0.16728459426714198,0.264828990535088,0.3080938971090907,0.19999999999999996,0.1258118668924557,0.2800545913184333,0.4390504718873723,0.817582897877279,0.6196290099489152,1
중구_장충동,0.1671709580113024,0.068026697839285,0.3569636132510919,0.29999999999999993,0.2435636005355944,0.1586673418229074,0.2219841168790707,0.6653562048831815,0.3787671299720982,1
영등포구_신길1동,0.162193451172219,0.5112749349522984,0.2321518646627595,0.29999999999999993,0.2788929977355681,0.3678070444414875,0.3437900607845481,0.6717443218621325,0.1723584477205743,1
관악구_조원동,0.16101044862114633,0.0580715713262189,0.2041151518132831,0.0,0.0995612078117344,0.327945496982844,0.4593888175724934,0.8103305682746573,0.1746604900330159,1
성북구_동선동,0.15987709145675302,0.2439571627889437,0.2137186882865217,0.09999999999999998,0.1802096137452062,0.4295068510750946,0.4793724286817649,0.8860855673226855,0.1323379672495684,1
강북구_번1동,0.15774687183238476,0.061408801236849,0.1746927089801038,0.19999999999999996,0.0499012540569895,0.4514870692409425,0.4791193429733749,0.462837256137711,0.064373895346676,1
용산구_용산2가동,0.15526227466709985,0.0895961386175949,0.2595166885314916,0.0,0.5223667987036684,0.0353852536014174,0.441719821464071,0.37948479870299046,0.3403180513743894,1
관악구_행운동,0.15354367336790514,0.0580715713262189,0.3213893068709221,0.0,0.1273148696509444,0.3054125762575798,0.5171841638243845,0.8103305682746573,0.0433827710280071,1
관악구_낙성대동,0.15163645447648763,0.0580715713262189,0.222611880283248,0.0,0.1273148696509444,0.1285264462901041,0.3231503616740997,0.8103305682746573,0.0867368729216728,1
종로구_이화동,0.14206920713247234,0.0760775293186017,0.2088150337319562,1.0,0.3086737509924073,0.3819418500811714,0.062656701102518,0.42990536590238937,0.1843833296450378,1
영등포구_대림2동,0.14192002171110246,0.5112749349522984,0.3922461144170722,0.29999999999999993,0.2194693840339571,0.4895636252317571,0.3525348896312994,0.6717443218621325,0.8672631610756579,1
서대문구_신촌동,0.14048417191632542,0.0972887363776914,0.2001305666200694,0.19999999999999996,0.2029363801703922,0.4334112875700792,0.3476153739733049,0.486356078615848,0.5988388026574005,1
관악구_청룡동,0.14018815153046227,0.0580715713262189,0.3255636442172968,0.0,0.1273148696509444,0.2249693163135688,0.5335135401366476,0.8103305682746573,0.0741912748965904,1
관악구_신사동,0.13537604962026278,0.0580715713262189,0.0141988547459673,0.0,0.258755999800924,0.4131974198089915,0.4653050778257446,0.8103305682746573,0.223121089023367,1
관악구_서림동,0.1349802661480325,0.0580715713262189,0.208839027940976,0.0,0.0995612078117344,0.1866355706830439,0.3525834398560223,0.8103305682746573,0.0997434816172633,1
성동구_사근동,0.13197697861738997,0.0,0.2731325848044603,0.29999999999999993,0.3190534075073561,0.1656491580793279,0.3561660455653761,0.7400198722342352,0.3987694177012167,1
마포구_서교동,0.12887746957735177,0.4114974169463403,0.3137470173721785,0.29999999999999993,0.2795831894440878,0.578119888026662,0.467704743630386,0.3859732549480485,0.2139542454923732,1
성동구_용답동,0.12743513721374564,0.0,0.1698141401115225,0.29999999999999993,0.2691628295390347,0.1558277193618928,0.3410363357108321,0.7400198722342352,0.1906569494348482,1
중구_신당동,0.12661317715807646,0.068026697839285,0.3656584269266693,0.29999999999999993,0.2123895984345452,0.4100483684016777,0.316890369747659,0.6653562048831815,0.4322724983929867,1
종로구_창신2동,0.11982457397489299,0.0760775293186017,0.2635753400266994,1.0,0.3224591541559304,0.3447910112698051,0.3524692981390826,0.42990536590238937,0.330812410719989,1
동작구_사당1동,0.1184547266187604,0.3949998114559372,0.110456174037225,0.4999999999999999,0.2310273506833435,0.3688441691993775,0.3173205431484704,0.5620538117572704,0.0500078611939047,1
관악구_신원동,0.11117274831314898,0.0580715713262189,0.1058623820874526,0.0,0.0995612078117344,0.1299510095694197,0.3707183867196149,0.8103305682746573,0.1092712023362131,1
관악구_대학동,0.11079680888701855,0.0580715713262189,0.2273813687245963,0.0,0.0995612078117344,0.0208685862538752,0.3235000410619845,0.8103305682746573,0.2313321725090911,1
성북구_안암동,0.10601754339613718,0.2439571627889437,0.205429216206871,0.09999999999999998,0.1569880913512043,0.3176195177400698,0.4662890638210527,0.8860855673226855,0.3307712729223862,1
관악구_서원동,0.09100805725796143,0.0580715713262189,0.1060998343192518,0.0,0.0995612078117344,0.5334328408924648,0.4732539073732809,0.8103305682746573,0.0805645084956946,1
관악구_중앙동,0.08717301706428913,0.0580715713262189,0.1773636647429082,0.0,0.1273148696509444,0.37639319461763,0.508979715555613,0.8103305682746573,0.060738090779316,1
금천구_가산동,0.08142214516008768,0.1665786794373845,0.3190343373416222,0.19999999999999996,0.1212692180479507,0.2789149522782789,0.3687823769115748,0.5640138056366337,0.2362605991141811,1
구로구_가리봉동,0.0812131763385077,0.264828990535088,0.1040986360280426,0.19999999999999996,0.0982672928188613,0.5689703953205902,0.4220300705674248,0.817582897877279,0.7874268581092739,1
동작구_노량진2동,0.07837635359396791,0.3949998114559372,0.0605951157273345,0.4999999999999999,0.2865362939194164,0.4088885406556608,0.1431823805109657,0.5620538117572704,0.1685310479835813,1
광진구_화양동,0.01900721864953182,0.1444247520645575,0.1138565432654353,0.0,0.2182248649397996,0.307735671408258,0.3758240791183897,0.5783991760723493,0.3595013797503801,1
