행정구역,kids,policy,live,life,wealth,city,edu,safe,foreign,cluster
마포구_염리동,0.5354097440045942,0.4114974169463403,0.5040421117205807,0.29999999999999993,0.3916680868014713,0.2314917529685863,0.4549774592831911,0.3859732549480485,0.1310699650349384,1
중랑구_면목5동,0.470130330653916,0.4967758965270183,0.5127755490076105,0.39999999999999997,0.0973956170688702,0.2174423209303241,0.3991012354964052,0.7494715013882819,0.0197700257745806,1
관악구_보라매동,0.22521509758534797,0.0580715713262189,0.2226449138444639,0.0,0.1273148696509444,0.201563442129094,0.4589253993068267,0.8103305682746573,0.0455221287260477,1
성북구_장위2동,0.22510820536211773,0.2439571627889437,0.2308721245341667,0.09999999999999998,0.1914846769066552,0.4183931996604288,0.403377380754288,0.8860855673226855,0.0436471511020075,1
금천구_독산2동,0.22498217682676996,0.1665786794373845,0.1435690171893211,0.19999999999999996,0.1106999477156387,0.2848639178174036,0.51844837941449,0.5640138056366337,0.1816827734876773,1
마포구_대흥동,0.22454178508314843,0.4114974169463403,0.3221597854797457,0.29999999999999993,0.3327537186052615,0.5482797165712023,0.4960554296705168,0.3859732549480485,0.2771912048982419,1
송파구_마천2동,0.22030040245169558,0.4838040650099928,0.3187914991450893,0.4999999999999999,0.318759414645231,0.1670135905396366,0.4341826069921585,0.4624504281222081,0.0206214621523972,1
송파구_송파1동,0.2202268785328595,0.4838040650099928,0.3327064819937677,0.4999999999999999,0.3408951863368292,0.252217029793282,0.4586703610952256,0.4624504281222081,0.0329362978284474,1
은평구_갈현1동,0.2186818569184134,0.2584467740110864,0.2758884981882327,0.4999999999999999,0.10530160552052,0.3455267007551459,0.4048418025323297,0.72395393003091,0.023212768903318,1
송파구_잠실본동,0.21706265982565218,0.4838040650099928,0.2459689411504529,0.4999999999999999,0.5278060367723565,0.3307790307036627,0.3548373699702326,0.4624504281222081,0.0465808717194054,1
광진구_능동,0.21543141837705,0.1444247520645575,0.0243277112684134,0.0,0.1853050529383525,0.1414777977856726,0.3758240791183897,0.5783991760723493,0.0862612807518242,1
광진구_자양1동,0.21478280909243466,0.1444247520645575,0.1594480830105383,0.0,0.2429932407311009,0.2826517801802541,0.4337188688180354,0.5783991760723493,0.0979354082287497,1
광진구_중곡3동,0.21392145252325936,0.1444247520645575,0.1430418167912303,0.0,0.1554642125579119,0.4412804671910165,0.4248589764338269,0.5783991760723493,0.0362181226404111,1
종로구_숭인1동,0.2137947400300625,0.0760775293186017,0.3693843736686684,1.0,0.3106050223337295,0.1836221239068823,0.1674825340731903,0.42990536590238937,0.1254926181565532,1
동대문구_용신동,0.21290361724375373,0.3025378030845809,0.3980672383444129,0.19999999999999996,0.1592218444746574,0.5491667594590097,0.5695543784589115,0.6393255373841892,0.1150584617240351,1
관악구_남현동,0.212902605853243,0.0580715713262189,0.3655488958486785,0.0,0.1261389926607838,0.1885745594431276,0.3273441609836681,0.8103305682746573,0.0274138010780225,1
동작구_사당4동,0.21233921544515588,0.3949998114559372,0.2787788627360957,0.4999999999999999,0.2310273506833435,0.3698387216649489,0.3280831595964212,0.5620538117572704,0.0296923516320263,1
성동구_송정동,0.21213496178568358,0.0,0.2442333960590473,0.29999999999999993,0.2610924177732089,0.0934131767268643,0.3453671080920804,0.7400198722342352,0.0960634403005883,1
중랑구_망우3동,0.211708101268358,0.4967758965270183,0.0699958319764672,0.39999999999999997,0.0729756184658628,0.0883662003990447,0.3112382674956675,0.7494715013882819,0.0578523615706953,1
강동구_천호3동,0.2106663322040617,0.3656057920736076,0.4944347032563583,0.4999999999999999,0.1978930588413717,0.1651939325170612,0.4909680841049378,0.4805228060463837,0.0449233102780214,1
강서구_화곡1동,0.20786292797563496,0.540367283834232,0.4072757134195823,0.6999999999999998,0.1269293506724979,0.5156818980684146,0.5591115441669446,0.0,0.0457658312887303,1
동대문구_회기동,0.20637753607691325,0.3025378030845809,0.3599674984962517,0.19999999999999996,0.1475789440152677,0.1558161094221281,0.4028135138549222,0.6393255373841892,0.5915159816452183,1
금천구_독산4동,0.2062356734503158,0.1665786794373845,0.1757434302586218,0.19999999999999996,0.1106999477156387,0.2667956237092035,0.4134482628955283,0.5640138056366337,0.2507660766844647,1
광진구_중곡1동,0.20277854101652468,0.1444247520645575,0.0853269127915881,0.0,0.1554642125579119,0.2780892889684294,0.383062691625316,0.5783991760723493,0.0601401178421024,1
